t,I,S,R
51.5,35.0108,210.777,754.212
51.6,34.737,210.98,754.283
51.7,34.4669,211.192,754.341
51.8,34.2003,211.415,754.384
51.9,33.9373,211.648,754.415
52,33.6779,211.89,754.432
52.1,33.4221,212.142,754.436
52.2,33.17,212.402,754.428
52.3,32.9215,212.672,754.407
52.4,32.6766,212.95,754.374
52.5,32.4354,213.237,754.328
52.6,32.1979,213.531,754.271
52.7,31.964,213.834,754.202
52.8,31.7337,214.145,754.121
52.9,31.5071,214.464,754.029
53,31.2841,214.79,753.926
53.1,31.0647,215.123,753.813
53.2,30.8489,215.463,753.688
53.3,30.6367,215.81,753.553
53.4,30.4282,216.164,753.408
53.5,30.2232,216.524,753.253
53.6,30.0217,216.89,753.088
53.7,29.8238,217.263,752.913
53.8,29.6295,217.641,752.729
53.9,29.4386,218.026,752.536
54,29.2512,218.416,752.333
54.1,29.0673,218.811,752.122
54.2,28.8869,219.211,751.902
54.3,28.7099,219.617,751.673
54.4,28.5363,220.027,751.436
54.5,28.3661,220.442,751.192
54.6,28.1993,220.862,750.939
54.7,28.0358,221.286,750.678
54.8,27.8756,221.714,750.41
54.9,27.7188,222.147,750.135
55,27.5652,222.583,749.852
55.1,27.4149,223.023,749.562
55.2,27.2678,223.467,749.266
55.3,27.1239,223.914,748.963
55.4,26.9832,224.364,748.653
55.5,26.8457,224.817,748.337
55.6,26.7112,225.274,748.015
55.7,26.5799,225.733,747.687
55.8,26.4517,226.195,747.353
55.9,26.3266,226.66,747.014
56,26.2044,227.127,746.669
56.1,26.0853,227.596,746.319
56.2,25.9692,228.068,745.963
56.3,25.856,228.541,745.603
56.4,25.7458,229.016,745.238
56.5,25.6385,229.494,744.868
56.6,25.5341,229.972,744.494
56.7,25.4326,230.452,744.115
56.8,25.3339,230.934,743.732
56.9,25.238,231.417,743.345
57,25.1449,231.901,742.954
57.1,25.0546,232.386,742.56
57.2,24.967,232.871,742.162
57.3,24.8822,233.358,741.76
57.4,24.8,233.845,741.355
57.5,24.7206,234.332,740.947
57.6,24.6438,234.82,740.536
57.7,24.5696,235.308,740.122
57.8,24.4981,235.797,739.705
57.9,24.4292,236.285,739.286
58,24.3628,236.773,738.864
58.1,24.299,237.261,738.44
58.2,24.2378,237.749,738.014
58.3,24.179,238.236,737.585
58.4,24.1228,238.723,737.155
58.5,24.069,239.209,736.722
58.6,24.0177,239.694,736.288
58.7,23.9688,240.178,735.853
58.8,23.9223,240.662,735.416
58.9,23.8782,241.144,734.978
59,23.8365,241.625,734.538
59.1,23.7972,242.105,734.098
59.2,23.7602,242.584,733.656
59.3,23.7256,243.061,733.214
59.4,23.6933,243.536,732.771
59.5,23.6632,244.01,732.327
59.6,23.6354,244.482,731.883
59.7,23.6099,244.952,731.438
59.8,23.5867,245.42,730.993
59.9,23.5656,245.886,730.548
60,23.5468,246.35,730.103
60.1,23.5302,246.811,729.658
60.2,23.5157,247.271,729.214
60.3,23.5034,247.727,728.769
60.4,23.4933,248.181,728.325
60.5,23.4853,248.633,727.882
60.6,23.4794,249.082,727.439
60.7,23.4756,249.528,726.997
60.8,23.4739,249.971,726.555
60.9,23.4743,250.411,726.115
61,23.4768,250.848,725.675
61.1,23.4813,251.282,725.237
61.2,23.4878,251.712,724.8
61.3,23.4964,252.139,724.364
61.4,23.5069,252.563,723.93
61.5,23.5195,252.983,723.497
61.6,23.534,253.4,723.066
61.7,23.5505,253.813,722.636
61.8,23.569,254.222,722.209
61.9,23.5894,254.628,721.783
62,23.6117,255.029,721.359
62.1,23.636,255.427,720.937
62.2,23.6621,255.82,720.518
62.3,23.6901,256.209,720.1
62.4,23.72,256.595,719.685
62.5,23.7518,256.975,719.273
62.6,23.7854,257.352,718.863
62.7,23.8208,257.724,718.456
62.8,23.8581,258.091,718.051
62.9,23.8971,258.454,717.649
63,23.938,258.812,717.25
63.1,23.9806,259.165,716.854
63.2,24.025,259.514,716.461
63.3,24.0712,259.858,716.071
63.4,24.1191,260.197,715.684
63.5,24.1687,260.53,715.301
63.6,24.2201,260.859,714.921
63.7,24.2731,261.183,714.544
63.8,24.3278,261.501,714.171
63.9,24.3842,261.814,713.801
64,24.4422,262.122,713.435
64.1,24.5019,262.425,713.073
64.2,24.5632,262.722,712.715
64.3,24.6261,263.013,712.36
64.4,24.6906,263.299,712.01
64.5,24.7567,263.58,711.663
64.6,24.8243,263.855,711.321
64.7,24.8935,264.124,710.983
64.8,24.9642,264.387,710.649
64.9,25.0364,264.645,710.319
65,25.1101,264.896,709.994
65.1,25.1853,265.142,709.673
65.2,25.2619,265.382,709.356
65.3,25.34,265.616,709.044
65.4,25.4195,265.844,708.737
65.5,25.5004,266.065,708.434
65.6,25.5827,266.281,708.136
65.7,25.6664,266.49,707.843
65.8,25.7513,266.694,707.555
65.9,25.8377,266.891,707.272
66,25.9253,267.082,706.993
66.1,26.0142,267.266,706.72
66.2,26.1043,267.444,706.451
66.3,26.1957,267.616,706.188
66.4,26.2883,267.781,705.93
66.5,26.3821,267.941,705.677
66.6,26.477,268.093,705.43
66.7,26.5731,268.239,705.188
66.8,26.6703,268.379,704.951
66.9,26.7687,268.512,704.719
67,26.868,268.639,704.493
67.1,26.9685,268.759,704.273
67.2,27.0699,268.873,704.057
67.3,27.1723,268.98,703.848
67.4,27.2757,269.08,703.644
67.5,27.38,269.174,703.446
67.6,27.4852,269.262,703.253
67.7,27.5913,269.342,703.066
67.8,27.6983,269.417,702.885
67.9,27.8061,269.484,702.71
68,27.9146,269.545,702.54
68.1,28.0239,269.6,702.376
68.2,28.1339,269.648,702.218
68.3,28.2447,269.689,702.066
68.4,28.3561,269.724,701.92
68.5,28.4681,269.752,701.78
68.6,28.5807,269.774,701.645
68.7,28.6939,269.79,701.517
68.8,28.8076,269.798,701.394
68.9,28.9217,269.801,701.277
69,29.0364,269.797,701.167
69.1,29.1515,269.786,701.062
69.2,29.2669,269.77,700.963
69.3,29.3827,269.746,700.871
69.4,29.4988,269.717,700.784
69.5,29.6152,269.681,700.703
69.6,29.7318,269.639,700.629
69.7,29.8487,269.591,700.56
69.8,29.9657,269.537,700.497
69.9,30.0828,269.476,700.441
70,30.2,269.41,700.39
70.1,30.3172,269.337,700.345
70.2,30.4345,269.259,700.307
70.3,30.5517,269.175,700.274
70.4,30.6688,269.084,700.247
70.5,30.7858,268.988,700.226
70.6,30.9027,268.887,700.211
70.7,31.0194,268.779,700.201
70.8,31.1358,268.666,700.198
70.9,31.252,268.548,700.2
71,31.3678,268.424,700.209
71.1,31.4833,268.294,700.223
71.2,31.5984,268.159,700.242
71.3,31.713,268.019,700.268
71.4,31.8272,267.874,700.299
71.5,31.9408,267.724,700.336
71.6,32.0539,267.568,700.378
71.7,32.1664,267.408,700.426
71.8,32.2782,267.243,700.479
71.9,32.3893,267.073,700.538
72,32.4997,266.898,700.602
72.1,32.6093,266.719,700.672
72.2,32.7182,266.535,700.747
72.3,32.8261,266.347,700.827
72.4,32.9332,266.154,700.912
72.5,33.0394,265.958,701.003
72.6,33.1446,265.757,701.099
72.7,33.2488,265.552,701.199
72.8,33.3519,265.343,701.305
72.9,33.454,265.131,701.415
73,33.5549,264.914,701.531
73.1,33.6547,264.694,701.651
73.2,33.7533,264.471,701.776
73.3,33.8507,264.244,701.905
73.4,33.9468,264.014,702.039
73.5,34.0416,263.781,702.178
73.6,34.1351,263.544,702.321
73.7,34.2272,263.305,702.468
73.8,34.3179,263.062,702.62
73.9,34.4072,262.817,702.775
74,34.495,262.57,702.935
74.1,34.5814,262.32,703.099
74.2,34.6662,262.067,703.267
74.3,34.7494,261.812,703.438
74.4,34.8311,261.555,703.614
74.5,34.9112,261.296,703.793
74.6,34.9897,261.035,703.976
74.7,35.0664,260.772,704.162
74.8,35.1416,260.507,704.351
74.9,35.215,260.241,704.544
75,35.2867,259.973,704.74
75.1,35.3566,259.704,704.939
75.2,35.4248,259.434,705.141
75.3,35.4911,259.162,705.347
75.4,35.5557,258.89,705.555
75.5,35.6185,258.616,705.765
75.6,35.6794,258.342,705.979
75.7,35.7384,258.067,706.195
75.8,35.7956,257.791,706.413
75.9,35.8509,257.515,706.634
76,35.9043,257.239,706.857
76.1,35.9558,256.962,707.082
76.2,36.0054,256.686,707.309
76.3,36.053,256.409,707.538
76.4,36.0987,256.132,707.769
76.5,36.1425,255.856,708.002
76.6,36.1843,255.58,708.236
76.7,36.2242,255.304,708.472
76.8,36.2622,255.029,708.709
76.9,36.2981,254.754,708.948
77,36.3321,254.48,709.188
77.1,36.3642,254.207,709.429
77.2,36.3943,253.935,709.671
77.3,36.4224,253.663,709.914
77.4,36.4486,253.393,710.158
77.5,36.4729,253.124,710.403
77.6,36.4952,252.857,710.648
77.7,36.5155,252.591,710.894
77.8,36.5339,252.326,711.14
77.9,36.5504,252.063,711.387
78,36.565,251.801,711.634
78.1,36.5777,251.542,711.881
78.2,36.5885,251.284,712.128
78.3,36.5974,251.028,712.375
78.4,36.6045,250.774,712.622
78.5,36.6097,250.522,712.868
78.6,36.613,250.272,713.115
78.7,36.6146,250.025,713.361
78.8,36.6143,249.779,713.606
78.9,36.6122,249.537,713.851
79,36.6084,249.296,714.095
79.1,36.6028,249.058,714.339
79.2,36.5955,248.823,714.582
79.3,36.5864,248.59,714.823
79.4,36.5757,248.36,715.064
79.5,36.5632,248.133,715.304
79.6,36.5492,247.909,715.542
79.7,36.5335,247.687,715.779
