t,I,S,R
17.4,20.4485,151.894,827.658
17.5,20.6703,152.486,826.844
17.6,20.8994,153.057,826.044
17.7,21.1358,153.607,825.257
17.8,21.3795,154.137,824.483
17.9,21.6306,154.645,823.724
18,21.8889,155.132,822.979
18.1,22.1546,155.597,822.248
18.2,22.4276,156.039,821.533
18.3,22.7079,156.459,820.833
18.4,22.9955,156.856,820.148
18.5,23.2904,157.23,819.48
18.6,23.5925,157.58,818.828
18.7,23.9018,157.906,818.192
18.8,24.2182,158.208,817.574
18.9,24.5417,158.486,816.972
19,24.8722,158.739,816.389
19.1,25.2096,158.967,815.823
19.2,25.5538,159.171,815.275
19.3,25.9048,159.349,814.746
19.4,26.2624,159.502,814.236
19.5,26.6265,159.629,813.745
19.6,26.9969,159.73,813.273
19.7,27.3735,159.806,812.821
19.8,27.7561,159.855,812.389
19.9,28.1445,159.879,811.976
20,28.5386,159.877,811.585
20.1,28.9381,159.848,811.214
20.2,29.3427,159.794,810.863
20.3,29.7523,159.714,810.534
20.4,30.1666,159.607,810.226
20.5,30.5853,159.475,809.94
20.6,31.008,159.317,809.675
20.7,31.4346,159.134,809.432
20.8,31.8646,158.925,809.21
20.9,32.2978,158.691,809.011
21,32.7337,158.432,808.834
21.1,33.172,158.149,808.679
21.2,33.6123,157.841,808.547
21.3,34.0542,157.509,808.436
21.4,34.4973,157.154,808.348
21.5,34.9411,156.776,808.283
21.6,35.3852,156.375,808.24
21.7,35.8292,155.952,808.219
21.8,36.2726,155.507,808.22
21.9,36.7149,155.042,808.243
22,37.1556,154.556,808.289
22.1,37.5943,154.05,808.356
22.2,38.0304,153.524,808.445
22.3,38.4635,152.981,808.556
22.4,38.893,152.419,808.688
22.5,39.3184,151.841,808.841
22.6,39.7393,151.246,809.015
22.7,40.1552,150.635,809.209
22.8,40.5654,150.01,809.424
22.9,40.9696,149.371,809.659
23,41.3673,148.719,809.913
23.1,41.7579,148.055,810.187
23.2,42.141,147.38,810.479
23.3,42.5162,146.694,810.79
23.4,42.8829,145.998,811.119
23.5,43.2408,145.294,811.465
23.6,43.5894,144.582,811.828
23.7,43.9283,143.864,812.208
23.8,44.2571,143.139,812.604
23.9,44.5755,142.41,813.015
24,44.8832,141.676,813.441
24.1,45.1797,140.939,813.881
24.2,45.4648,140.2,814.335
24.3,45.7382,139.46,814.802
24.4,45.9997,138.719,815.281
24.5,46.249,137.978,815.773
24.6,46.4859,137.239,816.275
24.7,46.7102,136.501,816.789
24.8,46.9218,135.767,817.312
24.9,47.1206,135.036,817.844
25,47.3065,134.309,818.385
25.1,47.4793,133.587,818.934
25.2,47.639,132.871,819.49
25.3,47.7857,132.162,820.052
25.4,47.9193,131.46,820.621
25.5,48.0398,130.766,821.194
25.6,48.1472,130.08,821.773
25.7,48.2418,129.403,822.355
25.8,48.3235,128.736,822.941
25.9,48.3925,128.079,823.529
26,48.4489,127.432,824.119
26.1,48.4929,126.797,824.711
26.2,48.5246,126.173,825.303
26.3,48.5444,125.561,825.895
26.4,48.5523,124.961,826.487
26.5,48.5486,124.374,827.078
26.6,48.5336,123.8,827.667
26.7,48.5075,123.239,828.254
26.8,48.4706,122.691,828.838
26.9,48.4232,122.158,829.419
27,48.3656,121.638,829.996
27.1,48.2981,121.133,830.569
27.2,48.221,120.642,831.137
27.3,48.1346,120.165,831.7
27.4,48.0393,119.704,832.257
27.5,47.9353,119.256,832.808
27.6,47.8232,118.824,833.353
27.7,47.703,118.407,833.89
27.8,47.5753,118.004,834.421
27.9,47.4404,117.616,834.943
28,47.2986,117.243,835.458
28.1,47.1502,116.885,835.964
28.2,46.9956,116.542,836.462
28.3,46.8352,116.214,836.951
28.4,46.6692,115.9,837.431
28.5,46.4981,115.601,837.901
28.6,46.3221,115.316,838.362
28.7,46.1416,115.046,838.812
28.8,45.9568,114.79,839.253
28.9,45.7682,114.549,839.683
29,45.576,114.321,840.103
29.1,45.3805,114.107,840.513
29.2,45.1821,113.907,840.911
29.3,44.9809,113.72,841.299
29.4,44.7774,113.547,841.676
29.5,44.5718,113.386,842.042
29.6,44.3643,113.239,842.396
29.7,44.1552,113.105,842.74
29.8,43.9448,112.983,843.072
29.9,43.7333,112.873,843.393
30,43.521,112.776,843.703
30.1,43.3081,112.69,844.002
30.2,43.0948,112.616,844.289
30.3,42.8813,112.554,844.565
30.4,42.6679,112.503,844.829
30.5,42.4547,112.463,845.083
30.6,42.2419,112.433,845.325
30.7,42.0298,112.415,845.556
30.8,41.8184,112.406,845.775
30.9,41.608,112.408,845.984
31,41.3988,112.419,846.182
31.1,41.1908,112.44,846.369
31.2,40.9842,112.471,846.545
31.3,40.7792,112.51,846.711
31.4,40.576,112.559,846.866
31.5,40.3745,112.616,847.01
31.6,40.175,112.681,847.144
31.7,39.9776,112.755,847.268
31.8,39.7824,112.836,847.381
31.9,39.5894,112.925,847.485
32,39.3988,113.022,847.579
32.1,39.2107,113.126,847.663
32.2,39.0251,113.237,847.738
32.3,38.8422,113.355,847.803
32.4,38.662,113.479,847.859
32.5,38.4845,113.61,847.906
32.6,38.3099,113.746,847.944
32.7,38.1382,113.889,847.973
32.8,37.9695,114.037,847.993
32.9,37.8037,114.191,848.006
33,37.6411,114.35,848.009
33.1,37.4815,114.513,848.005
33.2,37.3251,114.682,847.993
33.3,37.1719,114.855,847.973
33.4,37.0219,115.033,847.945
33.5,36.8751,115.214,847.911
33.6,36.7316,115.4,847.868
33.7,36.5914,115.589,847.819
33.8,36.4545,115.782,847.763
33.9,36.3209,115.978,847.701
34,36.1907,116.178,847.631
34.1,36.0639,116.38,847.556
34.2,35.9404,116.585,847.474
34.3,35.8203,116.793,847.387
34.4,35.7035,117.003,847.293
34.5,35.5902,117.215,847.195
34.6,35.4802,117.429,847.09
34.7,35.3737,117.646,846.981
34.8,35.2705,117.863,846.866
34.9,35.1706,118.083,846.747
35,35.0742,118.303,846.623
35.1,34.9811,118.525,846.494
35.2,34.8913,118.748,846.361
35.3,34.8049,118.971,846.224
35.4,34.7218,119.195,846.083
35.5,34.6421,119.42,845.938
35.6,34.5656,119.645,845.79
35.7,34.4924,119.87,845.638
35.8,34.4224,120.095,845.483
35.9,34.3557,120.32,845.324
36,34.2922,120.545,845.163
36.1,34.2319,120.769,844.999
36.2,34.1748,120.993,844.832
36.3,34.1208,121.216,844.663
36.4,34.07,121.438,844.492
