t,I,S,R
0,500,500,0
0.1,572.475,401.595,25.9295
0.2,632.043,312.69,55.2672
0.3,675.242,237.447,87.3109
0.4,701.576,177.199,121.225
0.5,712.83,130.987,156.183
0.6,711.928,96.6077,191.464
0.7,701.973,71.5253,226.502
0.8,685.698,53.4235,260.879
0.9,665.27,40.42,294.31
1,642.304,31.0846,326.611
1.1,617.954,24.3723,357.674
1.2,593.022,19.5358,387.442
1.3,568.057,16.0461,415.897
1.4,543.425,13.5302,443.045
1.5,519.366,11.7248,468.909
1.6,496.035,10.4432,493.522
1.7,473.523,9.55191,516.925
1.8,451.883,8.95527,539.162
1.9,431.137,8.58384,560.28
2,411.288,8.38687,580.325
2.1,392.327,8.32698,599.346
2.2,374.236,8.37636,617.387
2.3,356.99,8.51417,634.496
2.4,340.56,8.72468,650.715
2.5,324.917,8.99588,666.088
2.6,310.028,9.31856,680.654
2.7,295.862,9.6856,694.453
2.8,282.387,10.0914,707.522
2.9,269.571,10.5317,719.897
3,257.384,11.003,731.613
3.1,245.796,11.5025,742.701
3.2,234.779,12.028,753.193
3.3,224.304,12.5778,763.118
3.4,214.345,13.1504,772.504
3.5,204.877,13.7445,781.378
3.6,195.875,14.3593,789.766
3.7,187.316,14.9939,797.69
3.8,179.178,15.6475,805.174
3.9,171.44,16.3195,812.241
4,164.081,17.0095,818.909
4.1,157.083,17.717,825.2
4.2,150.427,18.4415,831.132
4.3,144.095,19.1827,836.722
4.4,138.073,19.9402,841.987
4.5,132.343,20.7137,846.943
4.6,126.891,21.5029,851.606
4.7,121.704,22.3075,855.989
4.8,116.766,23.1272,860.106
4.9,112.067,23.9618,863.971
5,107.594,24.811,867.595
5.1,103.335,25.6744,870.99
5.2,99.2803,26.552,874.168
5.3,95.4187,27.4433,877.138
5.4,91.7408,28.3482,879.911
5.5,88.2373,29.2663,882.496
5.6,84.8995,30.1974,884.903
5.7,81.719,31.1413,887.14
5.8,78.6881,32.0976,889.214
5.9,75.7992,33.0661,891.135
6,73.0453,34.0466,892.908
6.1,70.4197,35.0387,894.542
6.2,67.9159,36.0422,896.042
6.3,65.528,37.0567,897.415
6.4,63.2502,38.0821,898.668
6.5,61.0772,39.1181,899.805
6.6,59.0038,40.1642,900.832
6.7,57.025,41.2204,901.755
6.8,55.1364,42.2862,902.577
6.9,53.3335,43.3614,903.305
7,51.6121,44.4457,903.942
7.1,49.9684,45.5389,904.493
7.2,48.3985,46.6405,904.961
7.3,46.899,47.7504,905.351
7.4,45.4665,48.8682,905.665
7.5,44.0978,49.9937,905.908
7.6,42.7899,51.1266,906.084
7.7,41.5399,52.2666,906.194
7.8,40.3451,53.4133,906.242
7.9,39.2029,54.5666,906.231
8,38.1109,55.726,906.163
8.1,37.0668,56.8915,906.042
8.2,36.0683,58.0625,905.869
8.3,35.1134,59.239,905.648
8.4,34.2002,60.4205,905.379
8.5,33.3266,61.6069,905.067
8.6,32.491,62.7977,904.711
8.7,31.6916,63.9929,904.316
8.8,30.9269,65.192,903.881
8.9,30.1953,66.3948,903.41
9,29.4953,67.6011,902.904
9.1,28.8257,68.8105,902.364
9.2,28.185,70.0228,901.792
9.3,27.5722,71.2378,901.19
9.4,26.9859,72.4551,900.559
9.5,26.425,73.6745,899.9
9.6,25.8886,74.8957,899.216
9.7,25.3756,76.1185,898.506
9.8,24.8851,77.3427,897.772
9.9,24.4161,78.5679,897.016
10,23.9678,79.7939,896.238
10.1,23.5393,81.0204,895.44
10.2,23.13,82.2472,894.623
10.3,22.7391,83.4741,893.787
10.4,22.3658,84.7007,892.934
10.5,22.0095,85.9269,892.064
10.6,21.6696,87.1523,891.178
10.7,21.3455,88.3768,890.278
10.8,21.0366,89.6,889.363
10.9,20.7424,90.8218,888.436
11,20.4624,92.0419,887.496
11.1,20.1961,93.26,886.544
11.2,19.943,94.4759,885.581
11.3,19.7027,95.6893,884.608
11.4,19.4748,96.9,883.625
11.5,19.259,98.1078,882.633
11.6,19.0547,99.3124,881.633
11.7,18.8618,100.513,880.625
