t,I,S,R
22.9,43.7587,144.177,812.065
23,44.0918,143.456,812.452
23.1,44.4146,142.73,812.856
23.2,44.7268,141.999,813.274
23.3,45.0281,141.265,813.707
23.4,45.3182,140.528,814.154
23.5,45.5967,139.79,814.614
23.6,45.8634,139.05,815.087
23.7,46.118,138.31,815.572
23.8,46.3604,137.571,816.068
23.9,46.5903,136.834,816.576
24,46.8076,136.099,817.093
24.1,47.0122,135.367,817.62
24.2,47.2038,134.64,818.156
24.3,47.3825,133.917,818.701
24.4,47.5482,133.199,819.252
24.5,47.7008,132.488,819.811
24.6,47.8404,131.784,820.376
24.7,47.9668,131.087,820.947
24.8,48.0803,130.398,821.522
24.9,48.1808,129.718,822.101
25,48.2685,129.047,822.685
25.1,48.3434,128.386,823.271
25.2,48.4057,127.735,823.859
25.3,48.4555,127.096,824.449
25.4,48.493,126.467,825.04
25.5,48.5184,125.85,825.631
25.6,48.5319,125.245,826.223
25.7,48.5337,124.653,826.813
25.8,48.5241,124.074,827.402
25.9,48.5033,123.507,827.989
26,48.4716,122.954,828.574
26.1,48.4293,122.415,829.156
26.2,48.3766,121.89,829.734
26.3,48.3139,121.378,830.308
26.4,48.2415,120.881,830.877
26.5,48.1596,120.399,831.442
26.6,48.0687,119.93,832.001
26.7,47.9691,119.477,832.554
26.8,47.861,119.038,833.101
26.9,47.7449,118.614,833.641
27,47.621,118.205,834.174
27.1,47.4897,117.811,834.7
27.2,47.3514,117.431,835.217
27.3,47.2064,117.067,835.727
27.4,47.055,116.717,836.228
27.5,46.8976,116.382,836.72
27.6,46.7346,116.062,837.204
27.7,46.5662,115.756,837.678
27.8,46.3927,115.465,838.142
27.9,46.2147,115.188,838.597
28,46.0322,114.926,839.042
28.1,45.8457,114.678,839.476
28.2,45.6555,114.444,839.901
28.3,45.4619,114.223,840.315
28.4,45.2652,114.017,840.718
28.5,45.0657,113.824,841.11
28.6,44.8636,113.645,841.492
28.7,44.6593,113.478,841.862
28.8,44.453,113.325,842.222
28.9,44.245,113.185,842.57
29,44.0356,113.057,842.907
29.1,43.825,112.942,843.233
29.2,43.6134,112.839,843.548
29.3,43.4011,112.747,843.852
29.4,43.1883,112.668,844.144
29.5,42.9752,112.6,844.425
29.6,42.7621,112.544,844.694
29.7,42.5491,112.499,844.952
29.8,42.3364,112.464,845.2
29.9,42.1243,112.44,845.435
30,41.9129,112.427,845.66
30.1,41.7023,112.424,845.874
30.2,41.4928,112.43,846.077
30.3,41.2845,112.447,846.269
30.4,41.0776,112.473,846.45
30.5,40.8722,112.508,846.62
30.6,40.6684,112.552,846.78
30.7,40.4663,112.605,846.929
30.8,40.2662,112.666,847.068
30.9,40.0681,112.736,847.196
31,39.8721,112.813,847.315
31.1,39.6783,112.899,847.423
31.2,39.4868,112.992,847.522
31.3,39.2978,113.092,847.61
31.4,39.1113,113.199,847.689
31.5,38.9273,113.314,847.759
31.6,38.746,113.435,847.819
31.7,38.5675,113.562,847.87
31.8,38.3918,113.696,847.912
31.9,38.2189,113.835,847.946
32,38.049,113.981,847.97
32.1,37.8821,114.131,847.986
32.2,37.7182,114.288,847.994
32.3,37.5573,114.449,847.994
32.4,37.3996,114.615,847.985
32.5,37.2451,114.786,847.969
32.6,37.0937,114.961,847.945
32.7,36.9456,115.14,847.914
32.8,36.8007,115.324,847.875
32.9,36.6591,115.511,847.83
33,36.5208,115.702,847.777
