Veces,Probabilidad,Diferencia,Pago_Lanzamiento,Pago_Finalizar,Esperado
500,0.500000,3,10.000000,100.000000,8.800000
500,0.500000,3,10.000000,1000.000000,906.400024
500,0.500000,3,10.000000,10000.000000,9911.839844
500,0.500000,3,100.000000,100.000000,-768.799988
500,0.500000,3,100.000000,1000.000000,114.400002
500,0.500000,3,100.000000,10000.000000,9117.200195
500,0.500000,3,1000.000000,100.000000,-8736.000000
500,0.500000,3,1000.000000,1000.000000,-7664.000000
500,0.500000,3,1000.000000,10000.000000,684.000000
500,0.500000,3,10.000000,100.000000,8.560000
500,0.500000,3,10.000000,1000.000000,907.880005
500,0.500000,3,10.000000,10000.000000,9909.080078
500,0.500000,3,100.000000,100.000000,-777.200012
500,0.500000,3,100.000000,1000.000000,74.400002
500,0.500000,3,100.000000,10000.000000,9118.400391
500,0.500000,3,1000.000000,100.000000,-9212.000000
500,0.500000,3,1000.000000,1000.000000,-8020.000000
500,0.500000,3,1000.000000,10000.000000,1480.000000
500,0.500000,3,10.000000,100.000000,13.520000
500,0.500000,3,10.000000,1000.000000,912.640015
500,0.500000,3,10.000000,10000.000000,9908.639648
500,0.500000,3,100.000000,100.000000,-766.000000
500,0.500000,3,100.000000,1000.000000,75.199997
500,0.500000,3,100.000000,10000.000000,9102.400391
500,0.500000,3,1000.000000,100.000000,-8552.000000
500,0.500000,3,1000.000000,1000.000000,-7788.000000
500,0.500000,3,1000.000000,10000.000000,1140.000000
500,0.500000,3,10.000000,100.000000,9.920000
500,0.500000,3,10.000000,1000.000000,909.520020
500,0.500000,3,10.000000,10000.000000,9911.000000
500,0.500000,3,100.000000,100.000000,-767.200012
500,0.500000,3,100.000000,1000.000000,39.599998
500,0.500000,3,100.000000,10000.000000,9123.599609
500,0.500000,3,1000.000000,100.000000,-8756.000000
500,0.500000,3,1000.000000,1000.000000,-8284.000000
500,0.500000,3,1000.000000,10000.000000,508.000000
500,0.500000,3,10.000000,100.000000,9.520000
500,0.500000,3,10.000000,1000.000000,911.359985
500,0.500000,3,10.000000,10000.000000,9912.440430
500,0.500000,3,100.000000,100.000000,-803.599976
500,0.500000,3,100.000000,1000.000000,88.400002
500,0.500000,3,100.000000,10000.000000,9136.400391
500,0.500000,3,1000.000000,100.000000,-9004.000000
500,0.500000,3,1000.000000,1000.000000,-7932.000000
500,0.500000,3,1000.000000,10000.000000,1524.000000
500,0.500000,3,10.000000,100.000000,11.520000
500,0.500000,3,10.000000,1000.000000,908.880005
500,0.500000,3,10.000000,10000.000000,9913.919922
500,0.500000,3,100.000000,100.000000,-747.200012
500,0.500000,3,100.000000,1000.000000,77.199997
500,0.500000,3,100.000000,10000.000000,9073.200195
500,0.500000,3,1000.000000,100.000000,-8768.000000
500,0.500000,3,1000.000000,1000.000000,-7936.000000
500,0.500000,3,1000.000000,10000.000000,872.000000
500,0.500000,3,10.000000,100.000000,11.920000
500,0.500000,3,10.000000,1000.000000,907.559998
500,0.500000,3,10.000000,10000.000000,9909.559570
500,0.500000,3,100.000000,100.000000,-816.000000
500,0.500000,3,100.000000,1000.000000,139.600006
500,0.500000,3,100.000000,10000.000000,9095.200195
500,0.500000,3,1000.000000,100.000000,-8624.000000
500,0.500000,3,1000.000000,1000.000000,-7980.000000
500,0.500000,3,1000.000000,10000.000000,1160.000000
500,0.500000,3,10.000000,100.000000,7.320000
500,0.500000,3,10.000000,1000.000000,911.440002
500,0.500000,3,10.000000,10000.000000,9909.360352
500,0.500000,3,100.000000,100.000000,-787.599976
500,0.500000,3,100.000000,1000.000000,75.599998
500,0.500000,3,100.000000,10000.000000,9107.599609
500,0.500000,3,1000.000000,100.000000,-9460.000000
500,0.500000,3,1000.000000,1000.000000,-7772.000000
500,0.500000,3,1000.000000,10000.000000,1492.000000
500,0.500000,3,10.000000,100.000000,8.640000
500,0.500000,3,10.000000,1000.000000,913.520020
500,0.500000,3,10.000000,10000.000000,9907.080078
500,0.500000,3,100.000000,100.000000,-773.599976
500,0.500000,3,100.000000,1000.000000,169.600006
500,0.500000,3,100.000000,10000.000000,9146.799805
500,0.500000,3,1000.000000,100.000000,-8668.000000
500,0.500000,3,1000.000000,1000.000000,-7360.000000
500,0.500000,3,1000.000000,10000.000000,1184.000000
500,0.500000,3,10.000000,100.000000,11.080000
500,0.500000,3,10.000000,1000.000000,909.840027
500,0.500000,3,10.000000,10000.000000,9904.480469
500,0.500000,3,100.000000,100.000000,-829.599976
500,0.500000,3,100.000000,1000.000000,139.199997
500,0.500000,3,100.000000,10000.000000,9129.200195
500,0.500000,3,1000.000000,100.000000,-8792.000000
500,0.500000,3,1000.000000,1000.000000,-7936.000000
500,0.500000,3,1000.000000,10000.000000,1076.000000
500,0.500000,3,10.000000,100.000000,12.480000
500,0.500000,3,10.000000,1000.000000,908.799988
500,0.500000,3,10.000000,10000.000000,9906.919922
500,0.500000,3,100.000000,100.000000,-802.799988
500,0.500000,3,100.000000,1000.000000,106.400002
500,0.500000,3,100.000000,10000.000000,9100.000000
500,0.500000,3,1000.000000,100.000000,-9260.000000
500,0.500000,3,1000.000000,1000.000000,-7284.000000
500,0.500000,3,1000.000000,10000.000000,920.000000
500,0.500000,3,10.000000,100.000000,10.320000
500,0.500000,3,10.000000,1000.000000,908.640015
500,0.500000,3,10.000000,10000.000000,9907.120117
500,0.500000,3,100.000000,100.000000,-783.599976
500,0.500000,3,100.000000,1000.000000,59.599998
500,0.500000,3,100.000000,10000.000000,9114.000000
500,0.500000,3,1000.000000,100.000000,-8668.000000
500,0.500000,3,1000.000000,1000.000000,-8384.000000
500,0.500000,3,1000.000000,10000.000000,1256.000000
500,0.500000,3,10.000000,100.000000,12.360000
500,0.500000,3,10.000000,1000.000000,910.359985
500,0.500000,3,10.000000,10000.000000,9898.240234
500,0.500000,3,100.000000,100.000000,-828.799988
500,0.500000,3,100.000000,1000.000000,53.200001
500,0.500000,3,100.000000,10000.000000,9160.799805
500,0.500000,3,1000.000000,100.000000,-8696.000000
500,0.500000,3,1000.000000,1000.000000,-7912.000000
500,0.500000,3,1000.000000,10000.000000,840.000000
500,0.500000,3,10.000000,100.000000,7.800000
500,0.500000,3,10.000000,1000.000000,909.200012
500,0.500000,3,10.000000,10000.000000,9913.320312
500,0.500000,3,100.000000,100.000000,-784.799988
500,0.500000,3,100.000000,1000.000000,94.000000
500,0.500000,3,100.000000,10000.000000,9086.400391
500,0.500000,3,1000.000000,100.000000,-9600.000000
500,0.500000,3,1000.000000,1000.000000,-7984.000000
500,0.500000,3,1000.000000,10000.000000,912.000000
500,0.500000,3,10.000000,100.000000,7.560000
500,0.500000,3,10.000000,1000.000000,908.000000
500,0.500000,3,10.000000,10000.000000,9910.080078
500,0.500000,3,100.000000,100.000000,-788.400024
500,0.500000,3,100.000000,1000.000000,149.600006
500,0.500000,3,100.000000,10000.000000,9127.200195
500,0.500000,3,1000.000000,100.000000,-9064.000000
500,0.500000,3,1000.000000,1000.000000,-8180.000000
500,0.500000,3,1000.000000,10000.000000,616.000000
500,0.500000,3,10.000000,100.000000,10.400000
500,0.500000,3,10.000000,1000.000000,914.799988
500,0.500000,3,10.000000,10000.000000,9907.320312
500,0.500000,3,100.000000,100.000000,-780.799988
500,0.500000,3,100.000000,1000.000000,143.600006
500,0.500000,3,100.000000,10000.000000,9102.400391
500,0.500000,3,1000.000000,100.000000,-8816.000000
500,0.500000,3,1000.000000,1000.000000,-8180.000000
500,0.500000,3,1000.000000,10000.000000,660.000000
500,0.500000,3,10.000000,100.000000,8.640000
500,0.500000,3,10.000000,1000.000000,909.599976
500,0.500000,3,10.000000,10000.000000,9906.599609
500,0.500000,3,100.000000,100.000000,-764.400024
500,0.500000,3,100.000000,1000.000000,100.400002
500,0.500000,3,100.000000,10000.000000,9064.000000
500,0.500000,3,1000.000000,100.000000,-9080.000000
500,0.500000,3,1000.000000,1000.000000,-8184.000000
500,0.500000,3,1000.000000,10000.000000,532.000000
500,0.500000,3,10.000000,100.000000,11.720000
500,0.500000,3,10.000000,1000.000000,911.880005
500,0.500000,3,10.000000,10000.000000,9908.639648
500,0.500000,3,100.000000,100.000000,-788.000000
500,0.500000,3,100.000000,1000.000000,102.800003
500,0.500000,3,100.000000,10000.000000,9082.000000
500,0.500000,3,1000.000000,100.000000,-8784.000000
500,0.500000,3,1000.000000,1000.000000,-8432.000000
500,0.500000,3,1000.000000,10000.000000,1224.000000
500,0.500000,3,10.000000,100.000000,15.720000
500,0.500000,3,10.000000,1000.000000,910.840027
500,0.500000,3,10.000000,10000.000000,9911.639648
500,0.500000,3,100.000000,100.000000,-764.400024
500,0.500000,3,100.000000,1000.000000,94.800003
500,0.500000,3,100.000000,10000.000000,9127.599609
500,0.500000,3,1000.000000,100.000000,-8800.000000
500,0.500000,3,1000.000000,1000.000000,-7776.000000
500,0.500000,3,1000.000000,10000.000000,880.000000
500,0.500000,3,10.000000,100.000000,9.560000
500,0.500000,3,10.000000,1000.000000,910.599976
500,0.500000,3,10.000000,10000.000000,9913.679688
500,0.500000,3,100.000000,100.000000,-801.200012
500,0.500000,3,100.000000,1000.000000,83.599998
500,0.500000,3,100.000000,10000.000000,9145.599609
500,0.500000,3,1000.000000,100.000000,-8760.000000
500,0.500000,3,1000.000000,1000.000000,-8392.000000
500,0.500000,3,1000.000000,10000.000000,1392.000000
500,0.500000,3,10.000000,100.000000,13.280000
500,0.500000,3,10.000000,1000.000000,913.479980
500,0.500000,3,10.000000,10000.000000,9905.679688
500,0.500000,3,100.000000,100.000000,-783.200012
500,0.500000,3,100.000000,1000.000000,92.400002
500,0.500000,3,100.000000,10000.000000,9050.000000
500,0.500000,3,1000.000000,100.000000,-9512.000000
500,0.500000,3,1000.000000,1000.000000,-7900.000000
500,0.500000,3,1000.000000,10000.000000,792.000000
500,0.500000,3,10.000000,100.000000,7.520000
500,0.500000,3,10.000000,1000.000000,905.599976
500,0.500000,3,10.000000,10000.000000,9906.919922
500,0.500000,3,100.000000,100.000000,-798.000000
500,0.500000,3,100.000000,1000.000000,104.800003
500,0.500000,3,100.000000,10000.000000,9068.400391
500,0.500000,3,1000.000000,100.000000,-8532.000000
500,0.500000,3,1000.000000,1000.000000,-8384.000000
500,0.500000,3,1000.000000,10000.000000,1268.000000
500,0.500000,3,10.000000,100.000000,11.080000
500,0.500000,3,10.000000,1000.000000,906.719971
500,0.500000,3,10.000000,10000.000000,9906.400391
500,0.500000,3,100.000000,100.000000,-796.799988
500,0.500000,3,100.000000,1000.000000,122.800003
500,0.500000,3,100.000000,10000.000000,9081.599609
500,0.500000,3,1000.000000,100.000000,-8784.000000
500,0.500000,3,1000.000000,1000.000000,-7588.000000
500,0.500000,3,1000.000000,10000.000000,700.000000
500,0.500000,3,10.000000,100.000000,13.480000
500,0.500000,3,10.000000,1000.000000,911.640015
500,0.500000,3,10.000000,10000.000000,9912.959961
500,0.500000,3,100.000000,100.000000,-821.599976
500,0.500000,3,100.000000,1000.000000,94.400002
500,0.500000,3,100.000000,10000.000000,9116.000000
500,0.500000,3,1000.000000,100.000000,-9036.000000
500,0.500000,3,1000.000000,1000.000000,-7256.000000
500,0.500000,3,1000.000000,10000.000000,1552.000000
500,0.500000,3,10.000000,100.000000,11.760000
500,0.500000,3,10.000000,1000.000000,905.359985
500,0.500000,3,10.000000,10000.000000,9915.080078
500,0.500000,3,100.000000,100.000000,-796.000000
500,0.500000,3,100.000000,1000.000000,138.800003
500,0.500000,3,100.000000,10000.000000,9096.799805
500,0.500000,3,1000.000000,100.000000,-9080.000000
500,0.500000,3,1000.000000,1000.000000,-7992.000000
500,0.500000,3,1000.000000,10000.000000,896.000000
500,0.500000,3,10.000000,100.000000,10.960000
500,0.500000,3,10.000000,1000.000000,908.000000
500,0.500000,3,10.000000,10000.000000,9911.719727
500,0.500000,3,100.000000,100.000000,-834.799988
500,0.500000,3,100.000000,1000.000000,115.199997
500,0.500000,3,100.000000,10000.000000,9107.200195
500,0.500000,3,1000.000000,100.000000,-8732.000000
500,0.500000,3,1000.000000,1000.000000,-7480.000000
500,0.500000,3,1000.000000,10000.000000,1380.000000
500,0.500000,3,10.000000,100.000000,8.120000
500,0.500000,3,10.000000,1000.000000,909.520020
500,0.500000,3,10.000000,10000.000000,9913.040039
500,0.500000,3,100.000000,100.000000,-768.799988
500,0.500000,3,100.000000,1000.000000,71.599998
500,0.500000,3,100.000000,10000.000000,9085.200195
500,0.500000,3,1000.000000,100.000000,-9404.000000
500,0.500000,3,1000.000000,1000.000000,-7524.000000
500,0.500000,3,1000.000000,10000.000000,288.000000
500,0.500000,3,10.000000,100.000000,18.040001
500,0.500000,3,10.000000,1000.000000,910.880005
