Veces,Probabilidad,Diferencia,Pago_Lanzamiento,Pago_Finalizar,Esperado
500,0.250000,3,10.000000,100.000000,41.080002
500,0.260000,3,10.000000,100.000000,40.360001
500,0.270000,3,10.000000,100.000000,39.599998
500,0.280000,3,10.000000,100.000000,39.599998
500,0.290000,3,10.000000,100.000000,38.919998
500,0.300000,3,10.000000,100.000000,35.400002
500,0.310000,3,10.000000,100.000000,33.279999
500,0.320000,3,10.000000,100.000000,33.000000
500,0.330000,3,10.000000,100.000000,29.959999
500,0.340000,3,10.000000,100.000000,30.799999
500,0.350000,3,10.000000,100.000000,28.160000
500,0.360000,3,10.000000,100.000000,18.080000
500,0.370000,3,10.000000,100.000000,26.440001
500,0.380000,3,10.000000,100.000000,25.440001
500,0.390000,3,10.000000,100.000000,20.360001
500,0.400000,3,10.000000,100.000000,19.600000
500,0.410000,3,10.000000,100.000000,18.559999
500,0.420000,3,10.000000,100.000000,18.840000
500,0.430000,3,10.000000,100.000000,15.640000
500,0.440000,3,10.000000,100.000000,9.120000
500,0.450000,3,10.000000,100.000000,7.400000
500,0.460000,3,10.000000,100.000000,6.800000
500,0.470000,3,10.000000,100.000000,9.320000
500,0.480000,3,10.000000,100.000000,9.440000
500,0.490000,3,10.000000,100.000000,6.680000
500,0.500000,3,10.000000,100.000000,11.120000
500,0.510000,3,10.000000,100.000000,11.560000
500,0.520000,3,10.000000,100.000000,10.200000
500,0.530000,3,10.000000,100.000000,8.440000
500,0.540000,3,10.000000,100.000000,13.680000
500,0.550000,3,10.000000,100.000000,13.640000
500,0.560000,3,10.000000,100.000000,11.600000
500,0.570000,3,10.000000,100.000000,10.440000
500,0.580000,3,10.000000,100.000000,20.480000
500,0.590000,3,10.000000,100.000000,19.400000
500,0.600000,3,10.000000,100.000000,14.640000
500,0.610000,3,10.000000,100.000000,19.240000
500,0.620000,3,10.000000,100.000000,18.799999
500,0.630000,3,10.000000,100.000000,16.680000
500,0.640000,3,10.000000,100.000000,21.040001
500,0.650000,3,10.000000,100.000000,28.320000
500,0.660000,3,10.000000,100.000000,25.480000
500,0.670000,3,10.000000,100.000000,31.080000
500,0.680000,3,10.000000,100.000000,31.400000
500,0.690000,3,10.000000,100.000000,28.240000
500,0.700000,3,10.000000,100.000000,36.240002
500,0.710000,3,10.000000,100.000000,36.560001
500,0.720000,3,10.000000,100.000000,39.639999
500,0.730000,3,10.000000,100.000000,40.279999
500,0.740000,3,10.000000,100.000000,41.880001
500,0.750000,3,10.000000,100.000000,44.840000
500,0.760000,3,10.000000,100.000000,48.799999
500,0.770000,3,10.000000,100.000000,45.400002
500,0.780000,3,10.000000,100.000000,50.639999
500,0.790000,3,10.000000,100.000000,50.119999
500,0.800000,3,10.000000,100.000000,50.360001
500,0.810000,3,10.000000,100.000000,55.000000
500,0.820000,3,10.000000,100.000000,54.720001
500,0.830000,3,10.000000,100.000000,54.639999
500,0.840000,3,10.000000,100.000000,55.680000
500,0.850000,3,10.000000,100.000000,56.840000
500,0.860000,3,10.000000,100.000000,59.080002
500,0.870000,3,10.000000,100.000000,58.799999
500,0.880000,3,10.000000,100.000000,60.240002
500,0.890000,3,10.000000,100.000000,62.000000
500,0.900000,3,10.000000,100.000000,62.480000
500,0.910000,3,10.000000,100.000000,63.000000
500,0.920000,3,10.000000,100.000000,64.559998
500,0.930000,3,10.000000,100.000000,65.080002
500,0.940000,3,10.000000,100.000000,65.959999
500,0.950000,3,10.000000,100.000000,66.519997
