porcentaje_ocio,media_en_cola
32.6563,1.30491
31.8337,1.3104
32.7863,1.23772
31.1623,1.38979
32.1769,1.26054
32.698,1.18051
31.3198,1.5186
34.4301,1.16389
34.1257,1.25572
31.2516,1.28312
31.7372,1.29788
31.2374,1.49805
31.5425,1.46945
32.0635,1.33374
33.8361,1.20283
32.371,1.26741
33.0598,1.28443
33.116,1.22534
32.6001,1.27035
31.1113,1.5406
32.0492,1.26644
33.3766,1.23634
33.1426,1.32197
34.3572,1.13601
31.6588,1.34021
32.496,1.27841
31.6726,1.35102
32.814,1.2118
33.1099,1.26991
33.2892,1.29747
32.6364,1.25352
32.4685,1.35075
30.6244,1.5356
33.259,1.261
32.1037,1.53545
30.7873,1.49539
33.6708,1.12016
32.4065,1.33301
30.8462,1.47415
32.4903,1.35178
32.8495,1.3249
30.9839,1.37737
31.3838,1.32185
33.3086,1.23781
31.8708,1.43883
32.7952,1.22305
33.3652,1.29282
33.0257,1.39619
32.1153,1.3593
33.3557,1.32939
33.7119,1.27677
32.6465,1.25274
31.5465,1.43403
33.5564,1.17852
32.6799,1.20608
33.2327,1.26314
32.908,1.36003
32.6511,1.29808
32.3384,1.37805
32.9268,1.34369
34.0515,1.27928
31.0916,1.51705
33.0882,1.16486
33.3466,1.23792
32.0502,1.42629
31.5441,1.49099
32.2569,1.33481
32.2872,1.28168
32.3687,1.32242
32.1182,1.39345
30.7417,1.32944
33.0057,1.37097
31.9041,1.44415
33.5886,1.23872
31.2323,1.36438
32.6179,1.3556
33.6398,1.19005
31.9951,1.29752
32.7947,1.20524
33.1309,1.18526
32.247,1.35212
31.8969,1.31226
33.8157,1.18474
33.5801,1.18549
33.2962,1.27806
31.7689,1.36431
32.5482,1.1684
31.6333,1.44225
32.1345,1.36103
32.5445,1.20162
34.345,1.05163
31.8554,1.37935
32.8179,1.2728
32.6745,1.31225
31.8418,1.50964
33.1983,1.24795
33.2017,1.23619
30.6169,1.44971
32.196,1.35471
33.0281,1.26027
32.22,1.43622
32.8103,1.24898
32.5735,1.28066
32.5373,1.23336
34.3045,1.20155
31.4916,1.359
32.4397,1.47582
31.3828,1.41727
32.9706,1.1862
32.4151,1.26337
32.6467,1.33422
31.1229,1.46128
31.7442,1.32238
33.4843,1.17139
32.8616,1.25447
31.4934,1.40784
32.2852,1.21851
33.34,1.2401
31.4961,1.45631
31.7522,1.44694
31.6368,1.429
33.5847,1.19073
32.3856,1.26832
30.7919,1.41947
31.3948,1.38221
32.4248,1.26555
32.5341,1.31337
33.3493,1.27916
31.7898,1.41333
32.5887,1.2501
32.6463,1.39338
31.7418,1.44071
31.8822,1.33169
30.8263,1.43864
33.2454,1.16267
33.5145,1.29415
29.8655,1.51599
32.0844,1.35359
32.3121,1.20143
32.1251,1.42267
31.7856,1.30323
32.8423,1.35508
34.6642,1.12642
32.6698,1.32223
32.2138,1.43288
33.6922,1.24232
32.5888,1.3589
34.0787,1.23344
32.2876,1.3504
31.2048,1.48491
31.8779,1.34128
32.3929,1.27878
30.647,1.5489
32.1472,1.4052
32.1938,1.46047
32.6875,1.23103
32.3383,1.51531
31.4754,1.42873
32.9657,1.27656
30.5561,1.56665
33.4315,1.22409
34.0435,1.19915
33.4816,1.19574
33.2507,1.2028
31.3411,1.34754
32.0486,1.40073
33.6716,1.3161
34.1443,1.27467
32.0152,1.34424
33.0274,1.21416
34.3222,1.20768
32.1031,1.22057
31.5087,1.3711
32.8656,1.24885
32.6679,1.1756
33.0575,1.3241
32.1195,1.33024
32.7107,1.22237
33.2678,1.2954
32.646,1.30493
33.7037,1.2798
33.7186,1.20293
32.0405,1.44223
32.8943,1.38355
32.872,1.19451
33.0324,1.28837
32.0847,1.29173
33.5426,1.34135
33.4917,1.31221
33.4575,1.14119
33.5234,1.22328
32.1072,1.37021
33.6242,1.27323
31.4061,1.37052
33.187,1.21541
32.3359,1.51674
33.1519,1.25879
31.1746,1.38045
33.4537,1.16626
31.1084,1.49079
32.9203,1.21621
31.8763,1.30674
31.2017,1.36499
31.2313,1.40263
31.3727,1.42249
32.6429,1.34297
33.2961,1.16072
34.4454,1.05645
31.564,1.32401
32.0239,1.35614
31.1701,1.2782
33.1855,1.25851
33.134,1.22823
32.4048,1.35295
31.2722,1.37053
31.6758,1.3674
32.0477,1.32088
32.9994,1.36033
33.0624,1.23298
32.0559,1.33186
33.3543,1.21744
32.5059,1.28272
31.2725,1.38705
33.1066,1.32174
31.2959,1.31897
31.6706,1.35416
32.5969,1.21826
32.8296,1.19426
32.0371,1.34985
32.8414,1.2002
30.8257,1.46303
32.3572,1.35151
33.838,1.2332
32.938,1.35494
32.8754,1.45109
32.7708,1.37016
31.8925,1.399
32.1826,1.36066
32.8008,1.22551
32.2089,1.48722
33.2098,1.31927
32.2282,1.36061
32.0828,1.36637
31.7639,1.28166
33.3314,1.13817
33.187,1.21899
32.7606,1.21741
33.0254,1.28755
32.3178,1.39321
33.0395,1.22962
31.9503,1.46868
30.939,1.44446
32.7268,1.21465
33.5685,1.33611
31.0473,1.26483
33.0419,1.32747
32.6911,1.42591
32.3285,1.42214
31.4083,1.32993
32.7145,1.33896
32.7393,1.46229
32.8864,1.23428
32.2743,1.29257
34.9888,1.18333
31.278,1.39224
33.0542,1.28278
32.2946,1.39646
32.846,1.28994
32.9785,1.22706
31.8453,1.44094
31.5616,1.36298
32.5275,1.29061
32.6851,1.31563
33.462,1.12893
32.0086,1.35997
32.9628,1.32339
31.473,1.35049
31.7943,1.27586
31.7824,1.41633
32.7191,1.25242
32.8299,1.47635
31.2264,1.38123
34.3344,1.15013
32.3048,1.35502
32.764,1.32709
32.1394,1.23476
33.4041,1.22696
33.4042,1.20548
32.9343,1.28004
32.5425,1.24354
33.0851,1.19714
32.704,1.34395
32.2567,1.25725
32.7863,1.2732
30.0916,1.50287
32.4208,1.32826
33.2701,1.34548
33.0313,1.33247
32.7251,1.32364
32.7244,1.32183
32.0409,1.2926
33.6163,1.27351
33.5357,1.23093
32.7401,1.30068
31.8228,1.43503
33.1298,1.27673
32.6182,1.31955
33.3387,1.25946
32.42,1.29118
32.3248,1.34755
31.303,1.42486
33.188,1.18721
31.4431,1.30832
33.3658,1.12659
33.4834,1.2318
32.7592,1.26745
33.6797,1.2409
33.1089,1.25309
32.2019,1.2518
30.9243,1.40317
32.9354,1.22191
32.4206,1.22514
33.6147,1.20592
31.5857,1.28013
33.7302,1.22574
32.9417,1.18332
31.489,1.35643
31.3612,1.37894
31.9109,1.28669
31.638,1.35104
32.0593,1.38683
30.92,1.35383
35.0164,1.07605
31.7205,1.31148
32.1943,1.29687
32.8742,1.17948
31.1342,1.49577
30.8644,1.51098
32.2876,1.30666
33.5845,1.2384
32.677,1.33359
32.054,1.56025
32.7695,1.28615
32.8807,1.2276
31.5437,1.46443
34.0212,1.22726
34.1217,1.24336
32.6223,1.27343
33.1453,1.16741
31.9792,1.4432
34.2265,1.10413
31.9961,1.46664
33.576,1.30809
31.3595,1.51762
32.3727,1.28751
32.7686,1.25916
32.0557,1.24577
32.1627,1.29787
31.7387,1.3083
34.5628,1.18898
33.621,1.13211
32.3327,1.31781
32.8564,1.1689
33.1044,1.32067
32.9624,1.26205
33.769,1.14505
33.0206,1.24718
34.1168,1.15028
32.3016,1.49845
33.5331,1.27797
32.4938,1.23472
31.9639,1.34704
32.8328,1.29646
32.1775,1.25047
32.5599,1.30549
32.1948,1.35555
31.6136,1.39213
35.2309,1.07474
31.1584,1.40297
34.8335,1.10508
31.4595,1.39144
32.023,1.26247
32.8377,1.22909
35.1153,1.05772
32.5709,1.23478
32.7946,1.29617
31.3725,1.35632
33.4493,1.17185
32.9241,1.26893
32.091,1.36033
33.5396,1.11962
33.0782,1.22913
31.8882,1.22534
31.561,1.40553
33.3495,1.26702
31.6525,1.3321
32.0468,1.40422
32.639,1.22332
33.5391,1.29246
31.3889,1.55236
32.0825,1.3532
33.4042,1.21372
32.7685,1.16247
33.6795,1.15443
33.5725,1.16415
30.5753,1.32568
32.2206,1.22442
32.3907,1.27828
32.7172,1.2263
33.8539,1.20569
33.6678,1.226
32.8869,1.3102
34.0094,1.20851
32.6156,1.40101
33.511,1.35204
32.6793,1.24726
33.0035,1.16544
32.9109,1.32142
33.4916,1.20321
33.5539,1.34766
31.5337,1.35319
32.0453,1.25159
31.16,1.49716
32.8636,1.25552
32.8427,1.28982
32.7428,1.40343
32.5381,1.36216
31.7593,1.34215
30.2773,1.46998
32.6962,1.30929
33.5703,1.30321
33.6069,1.14166
31.9568,1.50012
32.7052,1.20262
32.4773,1.39897
31.6816,1.39825
34.0574,1.26444
30.9529,1.38152
33.97,1.28914
33.3103,1.16672
33.2636,1.20849
34.2485,1.12598
34.0598,1.18941
32.962,1.2835
33.5892,1.19152
32.5805,1.28192
32.1062,1.37362
33.1173,1.28633
29.6637,1.54669
30.6754,1.39643
33.4942,1.22722
31.7387,1.31087
32.7454,1.23851
33.5784,1.24341
32.1306,1.2064
31.7542,1.49491
32.8682,1.23176
31.9056,1.38229
31.887,1.32678
31.8031,1.32005
31.9853,1.37757
32.6601,1.29508
33.8591,1.3221
31.4965,1.28853
32.7236,1.32766
33.8058,1.27387
32.0495,1.31172
32.1831,1.32284
32.4254,1.29898
31.3674,1.52191
31.1774,1.46454
33.1646,1.2177
32.0228,1.37353
30.0563,1.82024
31.4029,1.41112
33.4637,1.31879
34.027,1.24714
31.9261,1.331
32.8428,1.26323
33.1572,1.21221
32.5214,1.37239
31.6485,1.45657
32.4073,1.2559
33.2081,1.21066
30.7138,1.51774
32.9365,1.24303
33.3846,1.26554
32.532,1.30718
33.7471,1.2235
33.8413,1.15915
30.5314,1.58755
33.9373,1.14997
32.3007,1.32568
32.0972,1.32208
33.0588,1.28506
33.3319,1.2259
34.2288,1.09366
33.0065,1.2482
30.9472,1.44475
31.9799,1.43053
34.3843,1.25153
32.6776,1.24978
34.2161,1.13488
32.8511,1.19716
33.1054,1.1853
31.4733,1.34104
31.9031,1.4866
32.338,1.31783
33.0318,1.23469
31.7669,1.30174
33.611,1.30601
33.2375,1.25842
34.4617,1.1714
31.2543,1.46384
32.6937,1.30363
34.388,1.14216
33.5319,1.11145
33.5072,1.21099
33.7244,1.15581
32.8596,1.18299
32.9073,1.22755
33.1481,1.22283
33.4008,1.22679
32.9465,1.27116
31.5948,1.27381
33.2403,1.23
31.0303,1.41359
32.0524,1.4573
32.3413,1.34353
33.1196,1.3954
33.3678,1.25023
31.2973,1.33076
30.2205,1.50916
31.4947,1.50223
32.7783,1.31603
33.6282,1.21911
31.7319,1.3371
31.8678,1.40919
33.016,1.39769
32.8328,1.26472
31.5783,1.37633
32.2906,1.34044
32.5808,1.29897
32.4675,1.34918
31.9939,1.40385
30.97,1.43438
Porcentaje medio de Ocio = 32.5715	Tiempo de media en cola = 1.30314
