porcentaje_ocio,media_en_cola
32.1054,1.45611
33.2232,1.38858
32.3621,1.33091
34.115,1.23318
31.2547,1.59376
34.1848,1.25519
33.0084,1.35166
32.1205,1.44426
32.5864,1.3928
31.5714,1.42561
32.661,1.45511
32.1823,1.50785
33.1208,1.3769
34.874,1.15771
34.9519,1.20532
33.2159,1.29094
33.4948,1.32271
33.047,1.2927
31.4351,1.59195
31.9758,1.46092
33.2291,1.37932
32.8704,1.4524
33.7558,1.33804
33.8657,1.16305
33.5416,1.30468
32.4261,1.54042
31.98,1.33165
32.6146,1.40565
33.1872,1.41973
31.3371,1.48851
33.9879,1.2294
31.6734,1.55046
33.863,1.30645
33.5353,1.30575
34.9744,1.19359
32.6158,1.41534
32.9717,1.50054
33.7719,1.29932
32.9689,1.39273
33.0929,1.50409
31.9249,1.37052
33.0678,1.36891
33.8063,1.33239
33.0341,1.45421
32.5521,1.43624
32.0609,1.38066
33.762,1.31605
31.432,1.63912
34.3096,1.17699
34.2568,1.24478
34.0563,1.23821
34.3532,1.29378
34.9392,1.23568
34.291,1.25811
33.9648,1.30127
33.5221,1.23571
32.944,1.34632
31.8591,1.47951
32.5387,1.43699
34.6372,1.26751
35.9425,1.10126
32.6916,1.57699
33.1611,1.315
34.0934,1.32973
33.8143,1.34238
32.485,1.35313
32.5545,1.36084
33.5628,1.21945
34.8724,1.14925
32.0442,1.33215
32.169,1.30622
33.8035,1.33027
34.3818,1.20016
33.1075,1.40259
33.9354,1.26628
33.3225,1.24588
34.2171,1.34556
33.0922,1.43896
34.4281,1.21846
31.7566,1.32585
32.2297,1.40743
33.4785,1.41973
33.6473,1.28517
35.1142,1.22671
31.2664,1.51581
33.8453,1.22551
33.9326,1.25214
32.4594,1.44232
33.8975,1.32398
33.5713,1.28875
32.0444,1.58436
33.19,1.32557
34.0405,1.25088
33.5029,1.3983
31.0638,1.58935
35.0144,1.20435
33.6635,1.29177
33.3905,1.48114
33.3367,1.34588
33.4033,1.25195
33.934,1.25427
33.1114,1.29288
34.4963,1.30857
31.1885,1.58838
34.5078,1.1996
33.0399,1.37437
34.0043,1.24526
34.5122,1.40314
32.3782,1.515
33.0416,1.30319
33.098,1.32776
34.3887,1.20837
31.9864,1.43819
33.0989,1.51103
32.8004,1.40833
33.5006,1.35999
34.384,1.15682
33.927,1.26684
33.0456,1.33292
33.4434,1.36982
33.3616,1.3284
32.6577,1.385
34.0308,1.21362
32.9304,1.33484
33.3373,1.53442
33.4623,1.33698
32.2466,1.64628
32.905,1.46249
33.089,1.31108
33.5105,1.43772
34.2167,1.14588
35.3778,1.33991
33.768,1.35571
34.8553,1.19636
34.3212,1.2581
32.6709,1.41933
33.5075,1.37377
33.9174,1.32504
34.227,1.14963
33.076,1.32874
32.721,1.35896
33.8336,1.3762
32.582,1.38504
32.5485,1.39085
34.3258,1.28579
33.4232,1.34229
34.8477,1.20145
34.2854,1.28741
33.5965,1.51295
33.5081,1.31353
33.3215,1.3563
32.9751,1.32094
33.74,1.23661
32.8855,1.37976
34.6546,1.15972
33.529,1.44045
32.8366,1.41572
32.8791,1.38532
33.0121,1.42788
33.0976,1.44013
31.8334,1.44543
34.5525,1.2699
34.1623,1.34161
32.6967,1.32655
32.2227,1.42948
32.7201,1.23164
33.0376,1.41332
32.0291,1.42744
32.5764,1.35532
34.7675,1.21345
31.7025,1.47907
32.3147,1.48901
34.1839,1.26402
33.0711,1.45523
32.4896,1.32772
33.2345,1.343
32.4729,1.44037
34.7532,1.17523
31.7258,1.50819
33.1194,1.37401
33.7206,1.37334
33.4072,1.33163
32.2785,1.32243
32.6338,1.45013
33.026,1.45707
32.859,1.32912
33.8608,1.32165
33.9808,1.39435
34.6961,1.17552
32.9552,1.44123
33.5039,1.27011
34.7415,1.24086
34.4172,1.21627
33.0513,1.33326
33.4179,1.20486
34.9335,1.17365
31.8892,1.4977
33.4994,1.30583
32.9438,1.40343
34.6256,1.22991
33.0012,1.35058
32.2207,1.45751
34.0278,1.35432
33.8252,1.29422
33.0018,1.44589
32.8496,1.30566
32.9965,1.3551
32.2603,1.43142
33.2976,1.29744
34.8565,1.25572
34.1675,1.34971
33.103,1.35877
32.5277,1.36507
33.4772,1.41038
33.7025,1.25438
33.0937,1.34094
34.3838,1.24102
33.1203,1.49803
31.7656,1.47346
32.0493,1.47682
33.8107,1.28466
33.43,1.36192
34.0447,1.32888
32.4518,1.45424
32.0771,1.47742
32.483,1.42559
34.3221,1.30847
33.0292,1.3515
33.6874,1.28842
32.5826,1.3754
32.9596,1.38098
34.4784,1.25449
33.2484,1.30075
33.3028,1.4112
34.064,1.19172
32.8346,1.40153
33.7563,1.34362
32.4604,1.38645
34.1559,1.34367
33.7599,1.30762
32.1914,1.35355
33.9094,1.2552
33.5904,1.33234
32.216,1.41331
33.5426,1.24319
33.1775,1.31356
33.5163,1.27822
34.0206,1.35184
33.3932,1.40414
32.6008,1.35847
34.7183,1.10368
36.5089,1.00673
34.8434,1.30632
33.4162,1.35501
33.5182,1.28311
33.9038,1.2841
32.4531,1.42715
32.3742,1.38841
34.7878,1.2177
34.5899,1.28236
32.3662,1.47001
34.5271,1.23084
33.4679,1.33976
33.5141,1.34472
32.2621,1.43926
34.1184,1.28123
32.1665,1.47575
33.5742,1.2963
33.6142,1.40115
34.982,1.23021
34.1589,1.23551
32.1901,1.56086
32.5112,1.26986
32.9409,1.20982
31.417,1.61655
34.3292,1.15141
35.0567,1.14974
33.7947,1.46013
32.0525,1.39536
33.9591,1.30537
33.3587,1.30557
33.4017,1.33357
31.5287,1.53729
32.9176,1.42409
33.8481,1.33112
34.5078,1.15784
33.2889,1.46613
33.0878,1.42614
33.9425,1.24345
32.9593,1.36967
33.616,1.31942
33.435,1.28794
34.1902,1.4171
34.9786,1.16353
33.7091,1.29415
32.6059,1.39361
33.8295,1.35989
33.688,1.28485
33.1895,1.38887
32.9532,1.39038
33.9165,1.31406
34.4526,1.29897
33.6324,1.30547
32.8201,1.40325
34.0397,1.36615
32.5408,1.29146
33.5296,1.36389
33.1642,1.37586
32.6472,1.38329
32.8501,1.39773
32.9205,1.41213
34.0021,1.38637
33.3799,1.33067
32.2503,1.40778
34.9381,1.2824
33.9796,1.1873
34.3768,1.41865
34.2057,1.31374
32.8526,1.35973
34.9209,1.34489
33.8282,1.20653
31.9863,1.55957
33.6368,1.44721
33.755,1.30137
31.2822,1.39707
34.5011,1.31845
34.8644,1.26908
32.8057,1.48683
33.0488,1.37226
33.4747,1.30379
33.565,1.28073
33.3449,1.35811
33.3555,1.34612
34.0449,1.19804
34.5477,1.11102
33.0974,1.3195
34.6449,1.256
31.9332,1.59116
31.9968,1.50356
34.0724,1.15027
34.4935,1.21316
31.4842,1.40287
35.2446,1.21966
34.6477,1.23531
33.2662,1.35987
32.5886,1.4298
34.2452,1.26214
33.579,1.30131
32.6688,1.30561
33.6451,1.25861
35.9427,1.11197
32.4097,1.60277
32.1534,1.42075
32.7775,1.24048
32.4469,1.39911
33.4232,1.37899
31.9635,1.3517
33.965,1.34756
33.4168,1.43746
33.2843,1.4688
32.4139,1.45443
33.1676,1.48941
34.0716,1.22845
33.7662,1.33263
34.8357,1.13868
33.3835,1.36674
33.1401,1.40364
33.8556,1.23804
35.2703,1.18697
34.2712,1.34832
32.9663,1.37898
33.7498,1.41415
32.8059,1.32314
34.0054,1.39725
35.0884,1.28238
32.8947,1.33226
32.8937,1.36067
33.7229,1.37568
30.4067,1.48858
32.8337,1.45932
33.6554,1.26968
33.0343,1.40188
33.9661,1.36725
33.2294,1.50833
32.0403,1.40707
33.9224,1.35426
32.3594,1.45211
34.6064,1.26063
32.8594,1.36183
34.2279,1.32619
33.5249,1.24225
34.0229,1.22549
34.1054,1.34211
33.3606,1.42385
32.7231,1.49828
34.9952,1.1906
33.4484,1.32468
35.3514,1.1076
32.5914,1.5923
33.0453,1.44039
34.0827,1.2528
33.7977,1.30271
33.3419,1.36572
30.1294,1.59901
33.6601,1.28587
34.078,1.16277
32.4903,1.39951
32.987,1.28218
32.4328,1.35594
34.9305,1.12781
34.2302,1.26198
33.5901,1.30937
33.1196,1.3208
32.3302,1.44153
32.7066,1.44528
34.0513,1.31173
33.7875,1.27326
33.7811,1.38161
34.1924,1.24375
32.5372,1.53397
35.1248,1.25765
32.1704,1.37418
32.9221,1.52406
33.9502,1.279
35.3669,1.20962
33.4236,1.39458
32.2017,1.47349
34.8703,1.17412
33.1505,1.34531
33.7634,1.29267
34.2562,1.2852
31.6453,1.65991
33.9218,1.14539
32.1776,1.39151
34.6234,1.12129
34.1879,1.23953
33.0837,1.30436
35.4853,1.18565
34.8664,1.22079
32.072,1.43757
31.6257,1.50389
33.0786,1.4479
33.5845,1.38962
33.7988,1.26166
33.3353,1.34206
33.4944,1.31546
31.9288,1.4787
32.8269,1.35186
34.1263,1.3189
32.8138,1.27194
32.5493,1.41088
33.7249,1.31148
33.8027,1.24517
33.3095,1.36243
34.282,1.30965
34.4302,1.33034
33.9155,1.3104
34.6732,1.17529
33.0388,1.44725
33.2331,1.3966
33.82,1.25745
33.42,1.42028
32.6457,1.4698
32.9479,1.36224
33.0962,1.48253
34.436,1.2896
33.1597,1.39003
33.1078,1.40803
34.4856,1.28048
33.775,1.26937
35.5447,1.09676
34.0326,1.22087
33.7405,1.2859
33.9769,1.20733
32.1809,1.41972
32.8012,1.44256
33.3962,1.39415
33.2299,1.3818
35.5017,1.10307
32.9233,1.41837
34.0273,1.30608
32.7943,1.41768
32.7799,1.44167
33.6297,1.24083
34.5302,1.40244
33.182,1.2406
34.5914,1.2365
32.505,1.41851
33.3431,1.29471
34.0806,1.25161
33.1861,1.36798
34.7779,1.37563
32.4775,1.35818
33.6162,1.28275
32.7615,1.3408
32.6591,1.30386
32.701,1.27181
34.8257,1.1616
32.9902,1.3451
33.4046,1.27589
33.3539,1.37788
33.5696,1.38946
32.9294,1.383
33.7621,1.3149
33.8628,1.36801
35.2,1.16421
33.7717,1.42545
35.1356,1.17702
33.8466,1.29567
33.0356,1.32357
33.3521,1.30965
33.5777,1.3703
34.0811,1.32322
34.692,1.35603
32.6245,1.36769
32.6132,1.34454
33.6224,1.31322
33.0703,1.33321
33.4991,1.22598
32.6276,1.34782
33.4857,1.28116
32.711,1.31911
32.3394,1.54394
33.8412,1.26231
32.222,1.47647
33.537,1.3062
33.1588,1.38271
33.4578,1.39071
34.8379,1.19111
33.5116,1.40179
31.5178,1.50809
33.7619,1.31208
32.6326,1.3829
34.1384,1.21385
33.7437,1.40792
32.396,1.48584
33.8375,1.22783
33.6756,1.29092
33.0453,1.3506
31.663,1.44704
32.9207,1.30378
31.9719,1.39475
34.6112,1.31949
33.2494,1.26505
33.2905,1.35582
34.2135,1.32665
32.7677,1.2972
34.0633,1.36485
34.1795,1.27527
33.159,1.37632
33.2096,1.47551
34.0026,1.34694
33.2539,1.38599
34.1353,1.28346
34.0823,1.34933
33.3966,1.35636
32.8066,1.27675
33.9878,1.17132
32.5478,1.38525
32.9313,1.49914
33.5461,1.41583
33.5789,1.48115
34.3655,1.22892
34.3859,1.24023
33.1961,1.32166
32.2439,1.44103
33.723,1.44555
34.0931,1.3395
34.493,1.28564
34.1127,1.10432
33.0938,1.26915
33.5641,1.42992
33.3324,1.29031
33.0131,1.36549
33.4441,1.3351
32.4725,1.38595
31.7596,1.41816
31.6325,1.56179
33.3998,1.47155
32.0411,1.55988
34.6255,1.20628
32.3279,1.40262
34.3976,1.32547
32.4896,1.3443
33.9333,1.303
35.0054,1.2915
31.7561,1.55783
32.6233,1.41223
31.6618,1.49609
34.4006,1.23294
32.6786,1.4288
33.2194,1.45821
33.6008,1.27618
35.0548,1.24049
33.3974,1.24859
31.6238,1.52922
32.9714,1.37295
32.2553,1.33168
33.5667,1.41717
35.2699,1.19967
32.6867,1.36368
32.5757,1.35699
30.7706,1.66168
35.8849,1.16779
33.1926,1.26164
33.7303,1.38873
33.5385,1.3257
33.406,1.32761
31.7329,1.3718
32.6614,1.25481
32.1849,1.57737
36.7214,1.06419
34.7334,1.2618
33.2103,1.24278
32.4296,1.56709
31.4919,1.38145
33.9057,1.23106
33.3939,1.2993
33.9873,1.30534
34.5866,1.23194
32.326,1.36929
33.6943,1.29271
32.2373,1.3571
34.5693,1.28433
31.348,1.6346
34.9182,1.23904
32.1834,1.56109
34.7737,1.25504
35.2276,1.24091
33.7764,1.26471
31.9003,1.36232
32.9502,1.28354
34.1255,1.24338
33.036,1.36128
33.0618,1.39957
33.3934,1.43006
31.7235,1.48547
33.1238,1.34798
31.9281,1.42945
34.3247,1.20746
33.8026,1.27756
32.1431,1.47977
34.2911,1.31013
32.7186,1.31845
32.7705,1.40595
31.8777,1.50346
34.0237,1.22633
33.3423,1.36503
31.6465,1.52207
31.0709,1.53155
33.8416,1.22961
32.1141,1.42976
34.0004,1.32993
35.8504,1.20761
31.4664,1.57971
33.97,1.27231
33.8111,1.3308
34.078,1.20994
34.7315,1.24193
32.1698,1.40011
32.4356,1.52551
33.0643,1.33987
31.857,1.55355
33.7438,1.20199
33.918,1.28687
33.0867,1.2733
33.9792,1.27641
34.2345,1.28567
33.8885,1.31254
32.4225,1.49289
32.0378,1.42029
33.5728,1.36234
34.7425,1.2435
33.1266,1.46554
33.4728,1.5445
32.7997,1.43619
33.2891,1.29878
33.0744,1.3835
35.0953,1.22512
34.5909,1.35117
32.5054,1.43444
32.5682,1.43471
32.8409,1.37922
33.7022,1.23766
33.1877,1.36705
33.5126,1.27669
32.5041,1.4324
32.711,1.30079
31.972,1.45119
34.1062,1.39164
32.7681,1.36329
33.6408,1.38506
32.9571,1.5123
33.2122,1.3493
35.3056,1.19898
32.3303,1.42893
32.3226,1.52224
33.264,1.39701
33.2254,1.35676
33.4177,1.36317
35.5457,1.15814
33.3181,1.2494
33.6947,1.33059
33.766,1.38603
32.9823,1.57805
32.8484,1.35884
34.5233,1.3169
32.9694,1.41745
33.1209,1.42794
33.8425,1.26671
33.448,1.28233
33.2403,1.33504
35.5535,1.19587
33.6456,1.29259
33.8659,1.27382
33.7092,1.27714
34.6799,1.23876
32.9556,1.43187
33.3036,1.42749
33.9798,1.35759
32.1524,1.4549
35.8026,1.1245
33.8921,1.2959
33.3195,1.30228
32.6663,1.30574
33.61,1.32866
32.327,1.57364
33.7036,1.40005
33.3109,1.26239
34.1287,1.24846
32.9231,1.46729
34.1656,1.25717
32.357,1.4944
31.9892,1.56989
32.7476,1.35163
33.3205,1.28074
32.8634,1.30514
34.292,1.2523
34.4762,1.27466
33.7621,1.21225
33.1306,1.31148
33.5273,1.31747
33.3926,1.3704
34.0263,1.2584
32.429,1.443
33.3649,1.35008
32.6326,1.4438
35.6026,1.16817
33.3739,1.28718
33.3373,1.29088
33.4721,1.42344
33.0129,1.41622
30.7334,1.58907
34.1358,1.33302
33.6889,1.40318
32.8332,1.37187
31.7608,1.46317
33.2789,1.33257
32.3457,1.4094
31.8647,1.44901
33.8312,1.3943
33.0388,1.3579
35.1429,1.16399
32.4962,1.55641
32.817,1.40873
34.3104,1.2911
32.8872,1.39158
32.5373,1.31737
32.0675,1.5287
33.1358,1.34907
34.6409,1.31531
33.8143,1.35707
33.2648,1.37236
34.6221,1.18536
32.1913,1.51162
32.6999,1.37172
32.5056,1.38202
33.4462,1.19377
34.3515,1.17684
33.1913,1.41528
35.505,1.19615
33.4786,1.36489
34.9958,1.29742
34.8554,1.28268
34.1829,1.28993
33.5051,1.30887
34.1389,1.27311
33.4706,1.32081
34.0089,1.38083
33.8203,1.29389
33.7412,1.24157
32.2142,1.43096
33.7573,1.33314
33.1104,1.28767
31.9576,1.36145
33.6889,1.2832
32.6584,1.33724
34.5282,1.19807
32.8658,1.42442
34.5183,1.28091
32.2863,1.45352
34.3345,1.24021
33.4188,1.32915
33.3024,1.34547
33.1697,1.35764
35.4407,1.11592
31.6659,1.6119
33.1446,1.40036
35.7837,1.17994
32.2367,1.40236
34.4459,1.29792
33.2132,1.41541
32.7173,1.3093
32.9316,1.50748
34.4774,1.27779
32.5755,1.38142
32.6527,1.37122
31.6346,1.44124
33.8816,1.32252
32.4783,1.48517
32.2287,1.25859
34.6664,1.2715
33.2303,1.26143
34.4717,1.36922
33.7963,1.29628
32.975,1.428
33.056,1.2767
33.9508,1.22083
34.6107,1.26319
32.6339,1.46243
33.7655,1.36805
33.5176,1.30389
33.0868,1.46783
32.7758,1.43052
32.929,1.40835
32.703,1.41322
31.779,1.41754
32.8695,1.32729
32.0582,1.56578
33.9865,1.31507
34.3462,1.38211
34.4855,1.23949
33.5737,1.34844
33.437,1.28593
31.9023,1.41597
32.3434,1.37673
36.8526,1.10251
33.9205,1.22599
33.0386,1.43315
34.5166,1.22198
34.6451,1.36526
34.4531,1.31484
33.4468,1.29393
33.8438,1.24131
32.4051,1.43334
33.5283,1.29624
34.4872,1.30979
34.24,1.22816
33.9094,1.24182
33.8345,1.33992
33.2657,1.32249
34.2966,1.20352
33.1062,1.35091
33.0481,1.3562
33.8463,1.32885
31.3894,1.49793
34.2186,1.36253
33.773,1.2678
32.3912,1.47526
34.2148,1.30368
34.643,1.18696
33.8195,1.39553
34.863,1.29743
32.8464,1.33712
34.0426,1.29379
33.6396,1.2094
33.086,1.34497
35.481,1.25829
33.1662,1.29787
34.6388,1.16793
34.0605,1.24536
33.1467,1.38395
33.8187,1.25024
33.1185,1.41291
32.7387,1.32776
33.7431,1.43028
34.361,1.24134
33.4948,1.29365
32.5613,1.4294
33.64,1.31858
31.8692,1.41796
34.8233,1.19241
32.8955,1.42774
33.693,1.24766
33.5965,1.3394
32.4272,1.29116
35.6027,1.20021
34.5665,1.35313
33.9008,1.26617
33.3249,1.31095
32.6085,1.4199
