porcentaje_ocio,media_en_cola
0.009998,0
0.019994,0
0.029988,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.029988,0
0.009998,0
0.04997,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.04997,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.019994,0
0.009998,0
0.019994,0
0.019994,0
0.019994,0
0.019994,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.029988,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.029988,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.029988,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.029988,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.03998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.029988,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019992,0.337965
0.019994,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.029988,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.03998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.029988,0
0.029988,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.029988,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.029988,0
0.009998,0
0.019994,0
0.029988,0
0.009998,0
0.029988,0
0.03998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.019994,0
0.019994,0
0.019994,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.029988,0
0.009998,0
0.019994,0
0.009998,0
0.029988,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.019994,0
0.019994,0
0.009998,0
0.009998,0
0.019994,0
0.009998,0
0.009998,0
0.009998,0
