porcentaje_ocio,media_en_cola,tiempo_ejecucion
33.3535,1.35791,0.607437
32.0145,1.44637,0.575387
34.9718,1.17236,0.583551
33.4999,1.38223,0.845175
33.9841,1.36347,0.919958
32.9744,1.34923,0.776958
33.6696,1.22739,0.576726
32.9324,1.35279,0.580205
32.785,1.39487,0.570503
33.6839,1.2832,0.572116
32.137,1.53642,0.56554
32.1181,1.55165,0.577148
34.0859,1.24696,0.583117
31.3971,1.51175,0.572182
32.3593,1.30814,0.583364
32.4212,1.38363,0.57819
33.871,1.16974,0.573304
33.2901,1.24729,0.574816
32.6718,1.41261,0.640287
32.7338,1.43127,0.609934
33.019,1.35106,0.576981
34.5154,1.15664,0.579024
32.7886,1.30786,0.571613
32.5775,1.40549,0.567857
34.3413,1.1236,0.587877
31.8788,1.44228,0.566294
34.5619,1.25235,0.577677
32.4447,1.36098,0.578941
33.8033,1.31619,0.581572
33.1765,1.36254,0.56888
32.2872,1.32053,0.568755
34.5176,1.19645,0.580364
32.4307,1.36773,0.569777
33.2472,1.3609,0.562932
34.125,1.29391,0.582424
32.4337,1.33508,0.566263
32.4551,1.41621,0.569243
33.5216,1.29709,0.57637
32.8711,1.43139,0.573901
33.2206,1.3334,0.581542
34.7164,1.23218,0.577949
33.1585,1.32535,0.579308
32.0788,1.54622,0.588421
33.7054,1.254,0.585375
33.2608,1.39262,0.592857
33.2959,1.20164,0.5775
34.1501,1.30281,0.585863
34.7483,1.25474,0.585311
32.7694,1.48866,0.576264
33.3345,1.27055,0.571608
33.7813,1.18084,0.578113
32.7841,1.25448,0.581537
33.1201,1.5235,0.577113
33.5676,1.28702,0.580819
34.1471,1.21085,0.57704
33.3578,1.17617,0.577903
33.9409,1.31374,0.577819
32.5764,1.34756,0.571208
33.8699,1.27831,0.577689
34.0392,1.1935,0.584945
32.7315,1.3763,0.576624
32.8983,1.41454,0.584866
33.289,1.31465,0.573225
32.3697,1.46255,0.571527
32.7695,1.40398,0.5755
34.3795,1.23011,0.582216
32.2974,1.36094,0.574815
34.7743,1.266,0.580307
31.8026,1.41846,0.570724
33.8189,1.25651,0.582392
32.2189,1.38787,0.576432
32.4454,1.4593,0.581411
32.4501,1.33491,0.575249
34.7588,1.12945,0.590126
33.4627,1.28327,0.5832
33.3593,1.31479,0.580289
32.8861,1.36829,0.588659
31.8377,1.28108,0.573899
32.8078,1.33351,0.584021
33.6998,1.20479,0.577253
33.1541,1.27673,0.572089
33.4997,1.37629,0.578905
32.6644,1.39179,0.571446
33.5993,1.18437,0.588216
33.0391,1.34971,0.589017
32.4024,1.35035,0.574468
33.3815,1.43719,0.575988
32.4045,1.25438,0.583782
31.8078,1.47291,0.571791
31.9772,1.2436,0.576447
34.1772,1.26943,0.587259
32.527,1.42329,0.571753
33.244,1.23863,0.577814
34.2136,1.38895,0.582581
34.0485,1.25292,0.578797
33.2101,1.31936,0.584397
32.5247,1.32591,0.570486
32.6667,1.53644,0.569539
33.5093,1.25876,0.577511
34.0167,1.37167,0.574918
31.6296,1.46646,0.570147
33.7194,1.22944,0.574575
33.8994,1.25312,0.581198
33.5686,1.28924,0.586427
31.6662,1.46921,0.565663
33.3207,1.29329,0.577468
33.4467,1.41721,0.581411
33.4652,1.28922,0.584343
34.6247,1.19678,0.58458
34.4293,1.17194,0.585344
34.2752,1.27071,0.589906
33.7007,1.59497,0.580073
33.6246,1.29544,0.582074
33.4676,1.29726,0.581088
32.8049,1.35413,0.578243
32.6017,1.37716,0.571224
35.0913,1.15175,0.5837
34.7316,1.31045,0.582147
32.4322,1.48974,0.574281
33.3538,1.40575,0.579305
33.3484,1.3614,0.583295
33.0651,1.38141,0.573958
33.726,1.28433,0.58403
34.039,1.2261,0.576441
33.5636,1.38226,0.574926
33.9792,1.38009,0.574208
33.6716,1.32021,0.573104
33.4287,1.36664,0.585424
33.5473,1.27285,0.576749
33.299,1.32154,0.573082
31.1663,1.47823,0.564617
34.1328,1.36424,0.578495
34.26,1.21029,0.578429
35.3897,1.07291,0.588005
34.6493,1.18398,0.584425
32.3788,1.36125,0.861698
32.7399,1.29505,0.898605
34.1987,1.23821,0.907469
35.426,1.18814,0.933595
33.7361,1.20742,0.910551
33.1485,1.3117,0.908609
32.8426,1.46583,0.915734
32.8269,1.35011,0.893415
32.4486,1.41202,0.90021
33.781,1.39002,0.596552
34.2627,1.18329,0.57986
35.7915,1.13069,0.594178
34.417,1.24675,0.579252
32.8789,1.423,0.574729
32.4644,1.41163,0.576044
33.4012,1.16427,0.5706
33.172,1.4765,0.577402
35.3804,1.28925,0.589782
33.9041,1.27356,0.582375
34.3327,1.25747,0.582263
32.4855,1.37956,0.573166
33.1428,1.38872,0.863683
34.9686,1.2377,0.579728
34.2493,1.18508,0.583595
33.0107,1.38467,0.572413
33.4968,1.38099,0.575956
34.9675,1.15104,0.584133
33.6033,1.31615,0.578675
32.7935,1.404,0.5673
33.4891,1.3906,0.576977
32.7148,1.36844,0.575897
33.787,1.30473,0.590706
35.2195,1.18661,0.579786
33.936,1.45044,0.578829
34.7367,1.32841,0.58923
33.7648,1.19988,0.5841
33.2626,1.22966,0.574399
34.2587,1.23046,0.578971
35.0774,1.20279,0.590088
33.1836,1.39301,0.576747
32.6583,1.32288,0.574199
33.7427,1.26075,0.579067
33.4258,1.32727,0.573185
34.6346,1.21073,0.586762
33.6733,1.30868,0.578864
32.9048,1.38278,0.580537
33.4483,1.47178,0.583212
31.8881,1.39255,0.576664
34.7452,1.29861,0.589551
32.1853,1.32819,0.572275
32.3078,1.3247,0.569607
33.491,1.35606,0.574513
32.9907,1.28429,0.579994
33.8999,1.23971,0.58031
33.3101,1.35909,0.580914
32.1928,1.32634,0.569576
33.6812,1.28765,0.577659
33.2268,1.31744,0.585221
33.4575,1.40995,0.581196
34.5948,1.2138,0.578847
32.0147,1.49418,0.56802
31.5735,1.39725,0.568365
34.2182,1.22566,0.585044
32.1418,1.31406,0.567482
31.5898,1.44289,0.570751
31.8449,1.41667,0.570023
33.6119,1.33301,0.588351
34.2059,1.33194,0.578814
32.5001,1.55083,0.581162
33.1754,1.28236,0.573681
32.0045,1.56339,0.574554
33.6097,1.34996,0.573061
32.3532,1.36538,0.565433
32.4041,1.38873,0.58224
32.7792,1.44415,0.575452
34.8826,1.24237,0.579123
34.8703,1.2944,0.588765
33.7735,1.31857,0.578737
32.1483,1.46805,0.563978
35.085,1.21011,0.587641
33.524,1.36092,0.578054
32.7484,1.35387,0.570933
33.2145,1.45809,0.572943
34.1048,1.1938,0.580074
33.2917,1.30494,0.580184
34.9161,1.22703,0.604864
32.484,1.46836,0.578755
34.011,1.28998,0.582134
31.4263,1.65579,0.569988
33.6917,1.26212,0.573681
34.1333,1.20501,0.584531
33.8219,1.34929,0.584205
33.4894,1.3773,0.581496
33.6627,1.25748,0.578947
33.0696,1.47916,0.573462
34.9596,1.31048,0.582277
33.7563,1.32764,0.575844
32.847,1.35892,0.57823
33.8076,1.29844,0.581272
32.7582,1.39064,0.577939
33.5665,1.26002,0.595335
32.6743,1.43298,0.584785
32.9609,1.43221,0.581691
32.9396,1.42236,0.582496
33.5098,1.21133,0.581063
33.2122,1.33797,0.586464
34.013,1.29836,0.577036
32.0006,1.40252,0.566705
33.9667,1.35761,0.578333
32.8225,1.30903,0.578421
34.2222,1.29987,0.583428
32.587,1.37141,0.573971
34.5598,1.25337,0.584802
32.1485,1.41289,0.581583
34.0204,1.32559,0.58296
32.581,1.43748,0.580091
34.4207,1.32061,0.582626
33.0175,1.39527,0.578085
34.2913,1.31375,0.584848
33.4152,1.30871,0.578731
31.827,1.55178,0.56888
35.0668,1.21444,0.590414
32.5041,1.36648,0.575455
34.0495,1.31773,0.583826
31.8674,1.44005,0.580431
32.8447,1.40357,0.585892
35.4543,1.10633,0.590311
34.9899,1.14851,0.595703
33.4748,1.31423,0.625213
32.8645,1.33957,0.739567
34.1473,1.27976,0.61207
34.9052,1.17373,0.605723
32.4731,1.38401,0.606105
34.543,1.21353,0.600835
31.9993,1.52758,0.572463
32.9822,1.38857,0.786948
34.1358,1.23415,0.669514
32.686,1.37074,0.580641
34.9209,1.2852,0.586115
32.0991,1.43819,0.572959
33.8571,1.3549,0.600704
33.547,1.30579,0.582081
34.0361,1.27652,0.586405
32.0511,1.37753,0.584166
33.1447,1.35133,0.592465
34.9142,1.24072,0.605692
33.9821,1.3138,0.609623
33.5117,1.34367,0.593466
34.8408,1.31088,0.618902
32.8025,1.4093,0.678044
32.5799,1.50605,0.594544
32.756,1.3898,0.582195
32.5204,1.43616,0.750136
32.1709,1.36055,0.658815
33.2271,1.24588,0.678686
31.6502,1.60448,0.624133
33.621,1.28091,0.598373
33.3712,1.2703,0.595839
32.8477,1.40543,0.602121
33.6121,1.23451,0.59061
34.9326,1.2373,0.601162
34.3187,1.25451,0.602108
32.8989,1.3736,0.588997
32.9459,1.40796,0.626984
32.5261,1.46084,0.66924
34.5465,1.18173,0.598528
32.9686,1.37583,0.588014
32.3888,1.53991,0.584052
33.3608,1.32371,0.591113
32.2729,1.50597,0.579625
32.4014,1.476,0.58568
33.2303,1.30759,0.588169
34.4935,1.22758,0.602732
33.2919,1.41311,0.907294
33.8189,1.26878,0.590621
34.0105,1.13793,0.591115
34.1758,1.27439,0.588462
32.7701,1.3486,0.585487
32.542,1.49297,0.582871
