porcentaje_ocio,media_en_cola,tiempo_ejecucion
32.6102,1.28017,0.000829879
34.113,1.29392,0.00216625
33.2579,1.22696,0.000833986
33.8588,1.21395,0.00081489
33.1285,1.54287,0.00082532
31.9999,1.42912,0.000803519
32.46,1.42464,0.000816093
34.1642,1.22626,0.00080931
32.341,1.33788,0.000844607
34.0206,1.14471,0.000817446
31.8416,1.4024,0.000816353
31.9583,1.45407,0.000832513
32.8536,1.45394,0.000854906
34.2868,1.08076,0.000828747
34.2509,1.2402,0.000819329
33.0095,1.44826,0.000820552
32.6009,1.3832,0.000821984
33.4865,1.29041,0.000822515
33.5794,1.19365,0.000821303
33.3068,1.33949,0.000821734
34.0958,1.18287,0.000821954
32.474,1.37287,0.000839687
32.3661,1.36792,0.000821763
32.5647,1.3508,0.000822415
33.1732,1.28476,0.000827814
34.299,1.10249,0.000811744
33.8074,1.30557,0.000815521
33.395,1.35966,0.000823046
33.3236,1.28008,0.00248197
31.7519,1.37682,0.00247499
33.0686,1.21544,0.00245765
33.0723,1.27023,0.00246353
34.5708,1.14125,0.00249281
32.3323,1.25873,0.00249177
35.0044,1.1879,0.00247247
33.7545,1.35349,0.00226848
32.4521,1.26294,0.00108613
33.3823,1.22326,0.000818658
31.4587,1.44178,0.000824178
31.7618,1.43568,0.000822906
35.0104,1.19439,0.000822585
32.9549,1.34303,0.000822656
32.9681,1.38764,0.000824389
32.5304,1.39139,0.000831842
33.493,1.18661,0.000822325
33.1671,1.32994,0.000822405
33.096,1.24887,0.000822435
31.523,1.51843,0.000832684
33.8275,1.21765,0.000809841
32.4261,1.21953,0.000821994
32.293,1.28089,0.000824368
34.8301,1.17787,0.000822375
33.6361,1.21156,0.000816845
32.5165,1.307,0.000847752
33.3341,1.20899,0.000817516
32.8967,1.345,0.000827053
32.6525,1.35455,0.000824238
32.3519,1.30392,0.000823056
32.5633,1.30749,0.000821102
35.5809,1.13033,0.000821253
34.4803,1.1681,0.000811053
33.4586,1.23683,0.000824779
31.4521,1.43813,0.000824389
33.1864,1.37468,0.000830139
31.8599,1.34542,0.000822415
31.1223,1.4575,0.000825401
33.3443,1.26108,0.000818367
30.3856,1.71842,0.000820181
32.3668,1.2568,0.000839827
32.3457,1.25978,0.000823597
30.9309,1.53576,0.000822195
33.2655,1.19988,0.000815481
32.965,1.32631,0.000840048
32.8375,1.42645,0.000826262
32.1277,1.30706,0.000818056
31.7061,1.34625,0.00083054
30.3511,1.68019,0.0008357
33.2824,1.25317,0.000813177
32.9889,1.29829,0.000811134
33.0749,1.32489,0.000822435
32.8563,1.34266,0.000818107
32.7536,1.48961,0.00081456
32.6751,1.32235,0.000836461
32.2763,1.27015,0.000810963
32.8786,1.41364,0.000815923
32.6636,1.28086,0.000828947
33.9395,1.2317,0.00081451
32.0192,1.26302,0.000819439
33.5111,1.19209,0.000838856
30.745,1.59709,0.00081433
33.7267,1.21375,0.000816052
32.3122,1.31826,0.00082536
33.749,1.22523,0.000843164
32.4621,1.35886,0.000812296
32.7008,1.33255,0.000813949
32.2979,1.33321,0.000812366
33.3492,1.35269,0.000824519
30.6959,1.45966,0.000816964
32.6182,1.37349,0.000812095
33.472,1.12531,0.000818457
32.7018,1.2971,0.00080952
34.352,1.20054,0.000833114
31.7837,1.36172,0.000818477
32.2396,1.28535,0.000820471
33.7729,1.26299,0.000816704
33.5231,1.17796,0.000818708
32.6511,1.36598,0.000813157
30.7895,1.5046,0.000824569
33.7081,1.29608,0.000821473
31.1182,1.43413,0.000824368
33.1263,1.42484,0.000819329
33.4891,1.3905,0.000847091
32.7595,1.3239,0.000808809
33.6929,1.23847,0.000826393
33.4119,1.23598,0.000823517
33.2471,1.30593,0.000819018
33.2179,1.28985,0.000817235
32.3112,1.26493,0.000813127
32.1106,1.42367,0.000813729
34.4423,1.15062,0.000824068
32.3146,1.37651,0.00081973
31.7417,1.37106,0.000832824
31.4189,1.40823,0.000820501
33.3212,1.2251,0.000810613
34.5169,1.14045,0.000814159
34.0606,1.16686,0.000823687
32.9392,1.35824,0.000823286
33.717,1.31434,0.000822625
32.9724,1.30219,0.000830149
33.723,1.1974,0.000813989
31.5758,1.4503,0.000841851
34.5418,1.22307,0.000827454
32.0577,1.26519,0.00081488
33.7269,1.24103,0.000813698
31.7395,1.37659,0.000816223
32.9079,1.34835,0.000812537
33.9086,1.26031,0.00082534
31.7551,1.33643,0.000821373
33.524,1.27437,0.000818527
34.3311,1.25346,0.000819359
32.958,1.4078,0.000828055
31.9561,1.41004,0.000817055
33.1533,1.25068,0.000824369
33.1508,1.21295,0.000823647
33.8252,1.3243,0.000820581
33.6413,1.25148,0.000826192
31.7596,1.53811,0.000812306
33.6817,1.21953,0.000819019
32.6823,1.30296,0.000826733
33.8774,1.23107,0.000832253
33.1462,1.22586,0.000844346
32.798,1.36286,0.000819058
33.062,1.34784,0.000813948
33.0685,1.24345,0.000815191
31.602,1.38211,0.000825861
33.2658,1.26562,0.000821013
31.1306,1.41373,0.000818327
32.4787,1.47929,0.000822215
31.7702,1.42822,0.00081496
32.4992,1.31029,0.000831132
32.5592,1.27955,0.000823386
32.4133,1.32708,0.000823277
31.845,1.46239,0.000818187
34.4051,1.2021,0.00081491
34.0808,1.25802,0.000816303
32.9382,1.33868,0.00082489
34.3289,1.14907,0.000823687
34.7906,1.1682,0.000819108
31.4666,1.44729,0.000827394
33.0371,1.28411,0.000835479
32.5863,1.29569,0.000817345
34.4388,1.10984,0.000826061
32.4561,1.35065,0.000819139
33.2905,1.2215,0.00082024
33.6731,1.1421,0.000819099
32.6012,1.21581,0.000815381
33.9901,1.08856,0.000809881
30.9698,1.7677,0.000824408
33.3707,1.22929,0.000818958
33.5612,1.27303,0.000834227
32.9125,1.29202,0.000818367
32.1024,1.55959,0.000815151
35.0767,1.29143,0.00082546
32.8751,1.29549,0.000821923
33.9103,1.18378,0.000817906
33.192,1.29424,0.000818287
34.1507,1.23463,0.000815111
31.6866,1.39883,0.000811865
33.7781,1.21905,0.000845007
32.6617,1.18565,0.000833455
30.8873,1.55325,0.000819319
31.7769,1.40169,0.000818748
33.0144,1.37886,0.000817496
33.9052,1.21066,0.000812556
32.3555,1.3483,0.00082503
33.5505,1.3074,0.000820471
31.7653,1.4249,0.000814019
33.2698,1.29052,0.000819018
32.9506,1.34349,0.000836231
32.5758,1.31037,0.000813107
33.7682,1.39599,0.000824809
31.9926,1.33522,0.000820632
33.1899,1.17992,0.000813148
32.428,1.34079,0.000812617
32.0402,1.26805,0.000813177
33.3241,1.20512,0.000823036
33.4802,1.30263,0.000821042
32.8463,1.35612,0.000823847
32.917,1.23486,0.000835729
30.9439,1.57658,0.000823547
32.6157,1.27389,0.000814219
32.658,1.29983,0.000822765
33.3407,1.27823,0.000823788
32.8037,1.33957,0.000821132
34.9561,1.15731,0.000829458
31.8682,1.2888,0.000811724
31.8553,1.27103,0.000812536
32.3215,1.43196,0.000825611
34.0527,1.19584,0.000817856
32.3678,1.26568,0.000815982
31.6043,1.3509,0.000848884
32.9177,1.20649,0.000818838
34.0883,1.19774,0.000815542
32.4556,1.33826,0.00082
32.4044,1.25303,0.000817887
32.4098,1.30597,0.000816894
33.4155,1.20096,0.000815913
33.1897,1.36954,0.000817155
32.4306,1.56298,0.000823386
32.9063,1.34285,0.000834958
33.8075,1.2739,0.000841821
34.8135,1.17379,0.000821283
32.9371,1.41747,0.000813869
33.7806,1.18002,0.000809391
33.114,1.34549,0.000853243
33.5069,1.25671,0.000823397
32.1195,1.40808,0.000819119
33.7602,1.18287,0.000819339
31.2767,1.52035,0.000813127
33.0193,1.22493,0.000827204
32.5342,1.41687,0.000834126
32.6756,1.23302,0.00081986
32.4662,1.36034,0.000823316
30.7604,1.46346,0.000821523
32.552,1.34805,0.000821543
33.0459,1.2838,0.000811173
31.7202,1.35468,0.000824639
34.0635,1.32361,0.000829007
31.7559,1.43372,0.000824859
33.0002,1.33536,0.000858713
33.8511,1.28477,0.00083042
32.5817,1.28533,0.000810523
33.2155,1.24728,0.00082508
33.3253,1.26427,0.000820161
33.839,1.26031,0.000821823
31.5853,1.47031,0.000815832
34.4718,1.15731,0.000808038
34.0744,1.17865,0.000817485
33.0999,1.13666,0.000831783
33.5912,1.16843,0.000825941
32.4087,1.38547,0.000817746
31.8015,1.37496,0.000815722
34.0574,1.2338,0.000810292
32.8187,1.35968,0.000828155
31.6489,1.35323,0.00081999
32.0292,1.3229,0.000821563
32.3761,1.39636,0.000818327
33.3599,1.28873,0.000821352
32.8544,1.26323,0.000832754
32.9417,1.36604,0.000835529
34.048,1.181,0.000822745
33.3278,1.36366,0.000818958
32.8379,1.22042,0.000821493
32.3604,1.3868,0.000815873
33.0332,1.2101,0.00080894
32.7772,1.21297,0.000821473
35.162,1.18248,0.000824318
34.3093,1.34887,0.000818187
32.5921,1.2602,0.000842041
33.3738,1.28643,0.000810212
31.1324,1.56119,0.000817716
32.8256,1.33962,0.00082003
34.5867,1.08986,0.00082002
33.9908,1.20336,0.000818156
32.4832,1.32407,0.000816835
32.3763,1.35847,0.000813849
32.2827,1.39266,0.000821793
32.271,1.29934,0.000819029
32.1777,1.3624,0.000917523
34.6623,1.18151,0.00083607
33.1313,1.21355,0.000816073
32.3354,1.231,0.000810752
31.9796,1.35806,0.000812696
32.9113,1.37336,0.000811635
32.7732,1.26916,0.000815392
33.3506,1.31159,0.000811695
33.406,1.20729,0.000814139
32.6277,1.38731,0.000837654
33.7585,1.34484,0.000828987
34.7304,1.29879,0.000813158
33.3367,1.32477,0.000817546
31.7823,1.4311,0.000815301
32.4169,1.26362,0.000816864
33.8605,1.24715,0.000812156
32.1785,1.41958,0.000812506
33.9722,1.25881,0.000815311
32.2073,1.40255,0.000819739
33.3205,1.23066,0.000832103
32.479,1.40175,0.000814169
33.002,1.28289,0.000831312
33.3319,1.33476,0.000815933
32.6532,1.31754,0.000813708
33.4786,1.33465,0.000815482
33.008,1.25114,0.000815762
33.0515,1.3241,0.000810112
33.7514,1.3922,0.000817896
33.4177,1.24557,0.000818717
31.5228,1.4141,0.000814309
31.8539,1.49543,0.000813538
34.5411,1.18902,0.000818317
31.5258,1.41543,0.000811224
32.26,1.3957,0.000821162
32.9152,1.18001,0.000824799
32.1188,1.42777,0.000818898
31.3869,1.55008,0.00081449
32.8452,1.35526,0.000810282
32.2726,1.28595,0.000836121
32.87,1.36704,0.000813007
32.9413,1.40872,0.000814881
33.2576,1.24525,0.000928725
33.7742,1.26397,0.000833205
32.6475,1.25511,0.000818687
33.114,1.25559,0.000812947
32.5972,1.31316,0.000817956
33.4999,1.29244,0.00081449
32.6081,1.29673,0.000812897
32.741,1.27836,0.000844937
32.9266,1.39224,0.00082525
33.0463,1.38198,0.000826833
32.3292,1.3546,0.000824398
33.5277,1.33636,0.000825951
32.5602,1.2206,0.000823396
32.081,1.38139,0.000829558
33.3166,1.29585,0.00082512
32.0113,1.38694,0.000810252
31.3673,1.6144,0.000829017
33.726,1.26822,0.000825901
32.4567,1.4,0.000823587
33.1259,1.25319,0.000822435
32.5156,1.45847,0.000903727
33.3533,1.39855,0.000820962
32.4661,1.47174,0.00081974
32.9882,1.22872,0.00081447
33.639,1.18067,0.000813498
33.4842,1.24062,0.000813267
33.4653,1.25043,0.000848934
33.8831,1.30468,0.00081985
32.9943,1.22479,0.000823777
32.3698,1.2503,0.000827064
32.2099,1.29209,0.000828436
34.2212,1.1948,0.000823938
34.1787,1.1765,0.000819329
33.2725,1.27251,0.000813278
32.3872,1.41976,0.000812005
32.695,1.2796,0.000823657
32.7722,1.25889,0.000826692
34.0162,1.26979,0.000813488
33.0791,1.27592,0.000813959
31.6616,1.38718,0.000894631
32.1291,1.504,0.000844295
34.9555,1.07759,0.000817636
33.8487,1.2305,0.000827284
33.0043,1.22402,0.00081447
33.7524,1.29271,0.000812356
31.9898,1.40796,0.000846449
31.7135,1.45882,0.000811825
34.1672,1.2016,0.000813718
33.5568,1.25289,0.000814009
33.3723,1.32778,0.000818648
34.0745,1.22459,0.000821754
31.9813,1.44633,0.000812496
32.6349,1.29046,0.000811925
31.8666,1.53286,0.000815131
34.1578,1.14286,0.000816193
32.1874,1.2718,0.000828866
32.6082,1.34847,0.000808809
33.2062,1.18372,0.000824809
32.6213,1.18481,0.000815893
33.0879,1.46357,0.000821383
33.0015,1.15556,0.000888819
34.2748,1.34013,0.000843605
31.2692,1.49306,0.000817005
33.3691,1.17975,0.000814179
32.4762,1.28555,0.000814029
32.8361,1.26814,0.00084637
32.3278,1.29375,0.000827615
32.9398,1.32596,0.000821022
31.438,1.52308,0.000823296
32.8171,1.28794,0.000822816
31.8595,1.45281,0.000823757
34.2321,1.17277,0.000823347
34.0437,1.17094,0.000823427
33.3781,1.3749,0.000823567
34.6622,1.22123,0.000830951
33.1315,1.27578,0.000825571
32.2861,1.31429,0.000820742
32.1614,1.27738,0.000822325
32.1626,1.34555,0.000813498
33.5988,1.24811,0.000823146
34.7,1.22705,0.000820061
33.6947,1.19867,0.000841651
32.8069,1.26735,0.000831051
33.09,1.25636,0.000817536
33.8455,1.17895,0.000833766
32.8913,1.32135,0.000818116
33.3187,1.19952,0.00082035
32.9726,1.28791,0.000821342
33.2015,1.2312,0.00081969
34.1536,1.24597,0.000817546
34.254,1.1522,0.000826141
32.6654,1.42845,0.000824969
33.3422,1.22972,0.000813698
33.688,1.34797,0.000847302
33.94,1.28929,0.000823908
32.8845,1.38381,0.000826903
32.4946,1.42583,0.000824379
32.3474,1.42482,0.000824068
32.44,1.44365,0.00081475
33.0365,1.28956,0.000831903
33.4223,1.26661,0.000896223
31.9664,1.21285,0.000835319
33.9373,1.20422,0.000826742
33.0126,1.28281,0.000845368
32.2269,1.34051,0.000818979
33.7639,1.27338,0.000821332
35.1501,1.23638,0.000821373
32.4637,1.31812,0.000823096
32.016,1.32944,0.000825491
33.9156,1.33539,0.000820421
33.516,1.30803,0.000817084
31.8896,1.30955,0.000817165
34.6031,1.11081,0.000821693
32.4741,1.42212,0.000820932
32.8281,1.25068,0.000819339
33.2954,1.29245,0.000820471
32.992,1.34489,0.000821132
33.0907,1.37341,0.000821914
31.9465,1.4971,0.00081969
32.4858,1.47712,0.000820612
32.1542,1.408,0.000900421
32.5944,1.23245,0.000838756
33.1401,1.31059,0.000857671
33.7968,1.18709,0.000815111
32.5503,1.31602,0.000815742
32.917,1.20626,0.000817165
33.2842,1.18115,0.000810492
32.1834,1.29487,0.000812767
33.2808,1.2927,0.00080944
33.8109,1.27674,0.000811113
34.7716,1.13697,0.000818086
31.6208,1.39978,0.000813909
33.4697,1.19042,0.000838104
31.6005,1.39312,0.00082009
31.8263,1.48254,0.000820801
33.8484,1.24111,0.000823597
33.1698,1.25223,0.000824619
33.7918,1.27159,0.00082544
31.999,1.36013,0.000819049
32.5781,1.32306,0.000818788
33.5625,1.1872,0.000826612
32.2739,1.36258,0.000840068
34.3271,1.09214,0.000826873
32.3587,1.2699,0.000829268
32.9138,1.29396,0.000815151
31.7411,1.36129,0.00080964
32.6315,1.38121,0.000821983
32.8356,1.24856,0.000825681
31.9669,1.4824,0.000822164
32.8904,1.44797,0.0008147
33.0794,1.45442,0.000811474
35.5403,1.26564,0.000833426
33.3177,1.27317,0.00083046
33.679,1.12184,0.000823527
32.1496,1.2628,0.000817396
33.7677,1.21251,0.000814149
31.6221,1.39723,0.000822285
33.3884,1.14144,0.000823697
31.7142,1.41631,0.000827795
32.7937,1.26335,0.000842362
31.6312,1.56712,0.000888158
32.1681,1.42345,0.000824749
33.1877,1.35253,0.000808949
31.9256,1.36985,0.000804631
30.7518,1.47687,0.000810081
34.0981,1.24709,0.000812867
32.6306,1.44818,0.000816042
33.3315,1.17109,0.000813428
33.5096,1.30632,0.000807717
33.8285,1.27277,0.00080914
33.4159,1.24704,0.000815231
33.8699,1.2653,0.000849044
32.9492,1.40736,0.00082007
30.4784,1.42917,0.00081987
32.6447,1.30273,0.000819129
33.8192,1.29338,0.000822766
32.9198,1.37633,0.000819259
33.0585,1.38698,0.000822034
33.3173,1.37634,0.000820541
33.1926,1.34622,0.00081996
31.9014,1.35248,0.00081433
32.5771,1.30893,0.000828156
33.4986,1.25833,0.000815051
33.7714,1.19608,0.000816063
30.8922,1.48124,0.000828385
33.0863,1.40044,0.00082014
32.1471,1.40328,0.000824469
33.2589,1.46159,0.000823426
31.8495,1.40315,0.000822695
34.1284,1.1616,0.000823256
34.9988,1.15703,0.000827173
33.164,1.21346,0.00082024
33.1798,1.14902,0.000813688
32.0703,1.25551,0.000819569
30.6618,1.57869,0.000826923
32.0297,1.43661,0.000823306
33.1849,1.35782,0.000823576
32.2761,1.28362,0.00081965
32.3569,1.4677,0.000828606
32.9428,1.26163,0.00082514
32.0063,1.34143,0.000856599
33.2605,1.23235,0.000831803
32.9433,1.34147,0.000829518
33.4419,1.32931,0.00081974
32.7677,1.28918,0.00082544
34.2141,1.23257,0.000826362
31.7962,1.42752,0.000827113
32.2689,1.32143,0.000827955
32.284,1.25483,0.000823437
31.7912,1.44161,0.000813959
32.4213,1.32389,0.000826783
32.9603,1.19151,0.000820902
31.9131,1.36126,0.000812175
32.8861,1.4922,0.000826632
33.2273,1.36685,0.000819499
33.1415,1.46533,0.000824639
34.2322,1.17812,0.000829318
31.8452,1.28477,0.000818598
33.9961,1.08858,0.000818557
33.6702,1.28879,0.000837493
32.8592,1.29388,0.00082022
33.8238,1.23917,0.000839507
32.5675,1.32602,0.000815121
33.0251,1.39885,0.000826523
31.6138,1.45504,0.000824458
31.181,1.4388,0.000826322
32.0497,1.39015,0.000820752
34.156,1.15299,0.000827454
33.1011,1.27088,0.000825
32.3065,1.4343,0.000822826
33.3322,1.15052,0.000824619
33.5322,1.20594,0.000826863
33.5977,1.2187,0.000822445
32.7397,1.28436,0.000823186
31.507,1.4249,0.000824058
34.5657,1.20667,0.000816123
32.9656,1.30736,0.000817866
32.2397,1.38239,0.000823297
33.3263,1.25807,0.000818808
32.3219,1.4684,0.000827845
30.8069,1.56833,0.000829638
32.6403,1.33967,0.000844666
