	t	x	y
	0	10000	200
	1	9654.01	199.984
	2	9284.35	199.968
	3	8889.39	199.951
	4	8467.39	199.934
	5	8016.48	199.917
	6	7534.68	199.899
	7	7019.87	199.881
	8	6469.76	199.862
	9	5881.93	199.843
	10	5253.77	199.823
	11	4582.5	199.803
	12	3865.15	199.782
	13	3098.54	199.761
	14	2279.25	199.738
	15	1403.66	199.715
	16	467.857	199.692
	17	0	199.667
	18	0	199.642
	19	0	199.618
	20	0	199.593
	21	0	199.569
	22	0	199.544
	23	0	199.519
	24	0	199.495
	25	0	199.47
	26	0	199.445
	27	0	199.421
	28	0	199.396
	29	0	199.372
	30	0	199.347
	31	0	199.323
	32	0	199.298
	33	0	199.273
	34	0	199.249
	35	0	199.224
	36	0	199.2
	37	0	199.175
	38	0	199.151
	39	0	199.126
	40	0	199.102
	41	0	199.077
	42	0	199.053
	43	0	199.028
	44	0	199.004
	45	0	198.979
	46	0	198.955
	47	0	198.93
	48	0	198.906
	49	0	198.881
	50	0	198.857
	51	0	198.832
	52	0	198.808
	53	0	198.784
	54	0	198.759
	55	0	198.735
	56	0	198.71
	57	0	198.686
	58	0	198.661
	59	0	198.637
	60	0	198.613
	61	0	198.588
	62	0	198.564
	63	0	198.539
	64	0	198.515
	65	0	198.491
	66	0	198.466
	67	0	198.442
	68	0	198.418
	69	0	198.393
	70	0	198.369
	71	0	198.345
	72	0	198.32
	73	0	198.296
	74	0	198.272
	75	0	198.247
	76	0	198.223
	77	0	198.199
	78	0	198.175
	79	0	198.15
	80	0	198.126
	81	0	198.102
	82	0	198.077
	83	0	198.053
	84	0	198.029
	85	0	198.005
	86	0	197.98
	87	0	197.956
	88	0	197.932
	89	0	197.908
	90	0	197.883
	91	0	197.859
	92	0	197.835
	93	0	197.811
	94	0	197.787
	95	0	197.762
	96	0	197.738
	97	0	197.714
	98	0	197.69
	99	0	197.666
	100	0	197.642
	101	0	197.617
	102	0	197.593
	103	0	197.569
	104	0	197.545
	105	0	197.521
	106	0	197.497
	107	0	197.473
	108	0	197.449
	109	0	197.424
	110	0	197.4
	111	0	197.376
	112	0	197.352
	113	0	197.328
	114	0	197.304
	115	0	197.28
	116	0	197.256
	117	0	197.232
	118	0	197.208
	119	0	197.184
	120	0	197.16
	121	0	197.136
	122	0	197.112
	123	0	197.088
	124	0	197.064
	125	0	197.04
	126	0	197.016
	127	0	196.992
	128	0	196.968
	129	0	196.944
	130	0	196.92
	131	0	196.896
	132	0	196.872
	133	0	196.848
	134	0	196.824
	135	0	196.8
	136	0	196.776
	137	0	196.752
	138	0	196.728
	139	0	196.704
	140	0	196.68
	141	0	196.656
	142	0	196.632
	143	0	196.608
	144	0	196.584
	145	0	196.561
	146	0	196.537
	147	0	196.513
	148	0	196.489
	149	0	196.465
	150	0	196.441
	151	0	196.417
	152	0	196.393
	153	0	196.37
	154	0	196.346
	155	0	196.322
	156	0	196.298
	157	0	196.274
	158	0	196.25
	159	0	196.227
	160	0	196.203
	161	0	196.179
	162	0	196.155
	163	0	196.131
	164	0	196.108
	165	0	196.084
	166	0	196.06
	167	0	196.036
	168	0	196.013
	169	0	195.989
	170	0	195.965
	171	0	195.941
	172	0	195.918
	173	0	195.894
	174	0	195.87
	175	0	195.846
	176	0	195.823
	177	0	195.799
	178	0	195.775
	179	0	195.752
	180	0	195.728
	181	0	195.704
	182	0	195.681
	183	0	195.657
	184	0	195.633
	185	0	195.609
	186	0	195.586
	187	0	195.562
	188	0	195.539
	189	0	195.515
	190	0	195.491
	191	0	195.468
	192	0	195.444
	193	0	195.42
	194	0	195.397
	195	0	195.373
	196	0	195.35
	197	0	195.326
	198	0	195.302
	199	0	195.279
	200	0	195.255
	201	0	195.232
	202	0	195.208
	203	0	195.185
	204	0	195.161
	205	0	195.137
	206	0	195.114
	207	0	195.09
	208	0	195.067
	209	0	195.043
	210	0	195.02
	211	0	194.996
	212	0	194.973
	213	0	194.949
	214	0	194.926
	215	0	194.902
	216	0	194.879
	217	0	194.855
	218	0	194.832
	219	0	194.808
	220	0	194.785
	221	0	194.761
	222	0	194.738
	223	0	194.714
	224	0	194.691
	225	0	194.668
	226	0	194.644
	227	0	194.621
	228	0	194.597
	229	0	194.574
	230	0	194.55
	231	0	194.527
	232	0	194.504
	233	0	194.48
	234	0	194.457
	235	0	194.434
	236	0	194.41
	237	0	194.387
	238	0	194.363
	239	0	194.34
	240	0	194.317
	241	0	194.293
	242	0	194.27
	243	0	194.247
	244	0	194.223
	245	0	194.2
	246	0	194.177
	247	0	194.153
	248	0	194.13
	249	0	194.107
	250	0	194.083
	251	0	194.06
	252	0	194.037
	253	0	194.014
	254	0	193.99
	255	0	193.967
	256	0	193.944
	257	0	193.921
	258	0	193.897
	259	0	193.874
	260	0	193.851
	261	0	193.828
	262	0	193.804
	263	0	193.781
	264	0	193.758
	265	0	193.735
	266	0	193.711
	267	0	193.688
	268	0	193.665
	269	0	193.642
	270	0	193.619
	271	0	193.596
	272	0	193.572
	273	0	193.549
	274	0	193.526
	275	0	193.503
	276	0	193.48
	277	0	193.457
	278	0	193.433
	279	0	193.41
	280	0	193.387
	281	0	193.364
	282	0	193.341
	283	0	193.318
	284	0	193.295
	285	0	193.272
	286	0	193.249
	287	0	193.225
	288	0	193.202
	289	0	193.179
	290	0	193.156
	291	0	193.133
	292	0	193.11
	293	0	193.087
	294	0	193.064
	295	0	193.041
	296	0	193.018
	297	0	192.995
	298	0	192.972
	299	0	192.949
	300	0	192.926
	301	0	192.903
	302	0	192.88
	303	0	192.857
	304	0	192.834
	305	0	192.811
	306	0	192.788
	307	0	192.765
	308	0	192.742
	309	0	192.719
	310	0	192.696
	311	0	192.673
	312	0	192.65
	313	0	192.627
	314	0	192.604
	315	0	192.581
	316	0	192.558
	317	0	192.535
	318	0	192.512
	319	0	192.489
	320	0	192.466
	321	0	192.444
	322	0	192.421
	323	0	192.398
	324	0	192.375
	325	0	192.352
	326	0	192.329
	327	0	192.306
	328	0	192.283
	329	0	192.261
	330	0	192.238
	331	0	192.215
	332	0	192.192
	333	0	192.169
	334	0	192.146
	335	0	192.123
	336	0	192.101
	337	0	192.078
	338	0	192.055
	339	0	192.032
	340	0	192.009
	341	0	191.987
	342	0	191.964
	343	0	191.941
	344	0	191.918
	345	0	191.895
	346	0	191.873
	347	0	191.85
	348	0	191.827
	349	0	191.804
	350	0	191.782
	351	0	191.759
	352	0	191.736
	353	0	191.713
	354	0	191.691
	355	0	191.668
	356	0	191.645
	357	0	191.623
	358	0	191.6
	359	0	191.577
	360	0	191.555
	361	0	191.532
	362	0	191.509
	363	0	191.486
	364	0	191.464
	365	0	191.441
	366	0	191.418
	367	0	191.396
	368	0	191.373
	369	0	191.351
	370	0	191.328
	371	0	191.305
	372	0	191.283
	373	0	191.26
	374	0	191.237
	375	0	191.215
	376	0	191.192
	377	0	191.17
	378	0	191.147
	379	0	191.124
	380	0	191.102
	381	0	191.079
	382	0	191.057
	383	0	191.034
	384	0	191.011
	385	0	190.989
	386	0	190.966
	387	0	190.944
	388	0	190.921
	389	0	190.899
	390	0	190.876
	391	0	190.854
	392	0	190.831
	393	0	190.809
	394	0	190.786
	395	0	190.764
	396	0	190.741
	397	0	190.719
	398	0	190.696
	399	0	190.674
	400	0	190.651
	401	0	190.629
	402	0	190.606
	403	0	190.584
	404	0	190.561
	405	0	190.539
	406	0	190.516
	407	0	190.494
	408	0	190.472
	409	0	190.449
	410	0	190.427
	411	0	190.404
	412	0	190.382
	413	0	190.359
	414	0	190.337
	415	0	190.315
	416	0	190.292
	417	0	190.27
	418	0	190.247
	419	0	190.225
	420	0	190.203
	421	0	190.18
	422	0	190.158
	423	0	190.136
	424	0	190.113
	425	0	190.091
	426	0	190.069
	427	0	190.046
	428	0	190.024
	429	0	190.002
	430	0	189.979
	431	0	189.957
	432	0	189.935
	433	0	189.912
	434	0	189.89
	435	0	189.868
	436	0	189.845
	437	0	189.823
	438	0	189.801
	439	0	189.779
	440	0	189.756
	441	0	189.734
	442	0	189.712
	443	0	189.69
	444	0	189.667
	445	0	189.645
	446	0	189.623
	447	0	189.601
	448	0	189.578
	449	0	189.556
	450	0	189.534
	451	0	189.512
	452	0	189.489
	453	0	189.467
	454	0	189.445
	455	0	189.423
	456	0	189.401
	457	0	189.379
	458	0	189.356
	459	0	189.334
	460	0	189.312
	461	0	189.29
	462	0	189.268
	463	0	189.246
	464	0	189.223
	465	0	189.201
	466	0	189.179
	467	0	189.157
	468	0	189.135
	469	0	189.113
	470	0	189.091
	471	0	189.069
	472	0	189.046
	473	0	189.024
	474	0	189.002
	475	0	188.98
	476	0	188.958
	477	0	188.936
	478	0	188.914
	479	0	188.892
	480	0	188.87
	481	0	188.848
	482	0	188.826
	483	0	188.804
	484	0	188.782
	485	0	188.76
	486	0	188.738
	487	0	188.715
	488	0	188.693
	489	0	188.671
	490	0	188.649
	491	0	188.627
	492	0	188.605
	493	0	188.583
	494	0	188.561
	495	0	188.539
	496	0	188.517
	497	0	188.496
	498	0	188.474
	499	0	188.452
	500	0	188.43
	501	0	188.408
	502	0	188.386
	503	0	188.364
	504	0	188.342
	505	0	188.32
	506	0	188.298
	507	0	188.276
	508	0	188.254
	509	0	188.232
	510	0	188.21
	511	0	188.188
	512	0	188.167
	513	0	188.145
	514	0	188.123
	515	0	188.101
	516	0	188.079
	517	0	188.057
	518	0	188.035
	519	0	188.013
	520	0	187.992
	521	0	187.97
	522	0	187.948
	523	0	187.926
	524	0	187.904
	525	0	187.882
	526	0	187.86
	527	0	187.839
	528	0	187.817
	529	0	187.795
	530	0	187.773
	531	0	187.751
	532	0	187.73
	533	0	187.708
	534	0	187.686
	535	0	187.664
	536	0	187.642
	537	0	187.621
	538	0	187.599
	539	0	187.577
	540	0	187.555
	541	0	187.534
	542	0	187.512
	543	0	187.49
	544	0	187.468
	545	0	187.447
	546	0	187.425
	547	0	187.403
	548	0	187.382
	549	0	187.36
	550	0	187.338
	551	0	187.316
	552	0	187.295
	553	0	187.273
	554	0	187.251
	555	0	187.23
	556	0	187.208
	557	0	187.186
	558	0	187.165
	559	0	187.143
	560	0	187.121
	561	0	187.1
	562	0	187.078
	563	0	187.056
	564	0	187.035
	565	0	187.013
	566	0	186.992
	567	0	186.97
	568	0	186.948
	569	0	186.927
	570	0	186.905
	571	0	186.883
	572	0	186.862
	573	0	186.84
	574	0	186.819
	575	0	186.797
	576	0	186.776
	577	0	186.754
	578	0	186.732
	579	0	186.711
	580	0	186.689
	581	0	186.668
	582	0	186.646
	583	0	186.625
	584	0	186.603
	585	0	186.582
	586	0	186.56
	587	0	186.539
	588	0	186.517
	589	0	186.496
	590	0	186.474
	591	0	186.453
	592	0	186.431
	593	0	186.41
	594	0	186.388
	595	0	186.367
	596	0	186.345
	597	0	186.324
	598	0	186.302
	599	0	186.281
	600	0	186.259
	601	0	186.238
	602	0	186.216
	603	0	186.195
	604	0	186.173
	605	0	186.152
	606	0	186.131
	607	0	186.109
	608	0	186.088
	609	0	186.066
	610	0	186.045
	611	0	186.024
	612	0	186.002
	613	0	185.981
	614	0	185.959
	615	0	185.938
	616	0	185.917
	617	0	185.895
	618	0	185.874
	619	0	185.853
	620	0	185.831
	621	0	185.81
	622	0	185.788
	623	0	185.767
	624	0	185.746
	625	0	185.724
	626	0	185.703
	627	0	185.682
	628	0	185.66
	629	0	185.639
	630	0	185.618
	631	0	185.597
	632	0	185.575
	633	0	185.554
	634	0	185.533
	635	0	185.511
	636	0	185.49
	637	0	185.469
	638	0	185.448
	639	0	185.426
	640	0	185.405
	641	0	185.384
	642	0	185.363
	643	0	185.341
	644	0	185.32
	645	0	185.299
	646	0	185.278
	647	0	185.256
	648	0	185.235
	649	0	185.214
	650	0	185.193
	651	0	185.171
	652	0	185.15
	653	0	185.129
	654	0	185.108
	655	0	185.087
	656	0	185.066
	657	0	185.044
	658	0	185.023
	659	0	185.002
	660	0	184.981
	661	0	184.96
	662	0	184.939
	663	0	184.917
	664	0	184.896
	665	0	184.875
	666	0	184.854
	667	0	184.833
	668	0	184.812
	669	0	184.791
	670	0	184.769
	671	0	184.748
	672	0	184.727
	673	0	184.706
	674	0	184.685
	675	0	184.664
	676	0	184.643
	677	0	184.622
	678	0	184.601
	679	0	184.58
	680	0	184.559
	681	0	184.538
	682	0	184.517
	683	0	184.495
	684	0	184.474
	685	0	184.453
	686	0	184.432
	687	0	184.411
	688	0	184.39
	689	0	184.369
	690	0	184.348
	691	0	184.327
	692	0	184.306
	693	0	184.285
	694	0	184.264
	695	0	184.243
	696	0	184.222
	697	0	184.201
	698	0	184.18
	699	0	184.159
	700	0	184.138
	701	0	184.117
	702	0	184.096
	703	0	184.075
	704	0	184.054
	705	0	184.034
	706	0	184.013
	707	0	183.992
	708	0	183.971
	709	0	183.95
	710	0	183.929
	711	0	183.908
	712	0	183.887
	713	0	183.866
	714	0	183.845
	715	0	183.824
	716	0	183.803
	717	0	183.783
	718	0	183.762
	719	0	183.741
	720	0	183.72
	721	0	183.699
	722	0	183.678
	723	0	183.657
	724	0	183.636
	725	0	183.616
	726	0	183.595
	727	0	183.574
	728	0	183.553
	729	0	183.532
	730	0	183.511
	731	0	183.491
	732	0	183.47
	733	0	183.449
	734	0	183.428
	735	0	183.407
	736	0	183.387
	737	0	183.366
	738	0	183.345
	739	0	183.324
	740	0	183.303
	741	0	183.283
	742	0	183.262
	743	0	183.241
	744	0	183.22
	745	0	183.2
	746	0	183.179
	747	0	183.158
	748	0	183.137
	749	0	183.117
	750	0	183.096
	751	0	183.075
	752	0	183.054
	753	0	183.034
	754	0	183.013
	755	0	182.992
	756	0	182.972
	757	0	182.951
	758	0	182.93
	759	0	182.909
	760	0	182.889
	761	0	182.868
	762	0	182.847
	763	0	182.827
	764	0	182.806
	765	0	182.785
	766	0	182.765
	767	0	182.744
	768	0	182.723
	769	0	182.703
	770	0	182.682
	771	0	182.662
	772	0	182.641
	773	0	182.62
	774	0	182.6
	775	0	182.579
	776	0	182.558
	777	0	182.538
	778	0	182.517
	779	0	182.497
	780	0	182.476
	781	0	182.455
	782	0	182.435
	783	0	182.414
	784	0	182.394
	785	0	182.373
	786	0	182.353
	787	0	182.332
	788	0	182.311
	789	0	182.291
	790	0	182.27
	791	0	182.25
	792	0	182.229
	793	0	182.209
	794	0	182.188
	795	0	182.168
	796	0	182.147
	797	0	182.127
	798	0	182.106
	799	0	182.086
	800	0	182.065
	801	0	182.045
	802	0	182.024
	803	0	182.004
	804	0	181.983
	805	0	181.963
	806	0	181.942
	807	0	181.922
	808	0	181.901
	809	0	181.881
	810	0	181.86
	811	0	181.84
	812	0	181.819
	813	0	181.799
	814	0	181.779
	815	0	181.758
	816	0	181.738
	817	0	181.717
	818	0	181.697
	819	0	181.676
	820	0	181.656
	821	0	181.636
	822	0	181.615
	823	0	181.595
	824	0	181.574
	825	0	181.554
	826	0	181.534
	827	0	181.513
	828	0	181.493
	829	0	181.473
	830	0	181.452
	831	0	181.432
	832	0	181.412
	833	0	181.391
	834	0	181.371
	835	0	181.35
	836	0	181.33
	837	0	181.31
	838	0	181.289
	839	0	181.269
	840	0	181.249
	841	0	181.229
	842	0	181.208
	843	0	181.188
	844	0	181.168
	845	0	181.147
	846	0	181.127
	847	0	181.107
	848	0	181.086
	849	0	181.066
	850	0	181.046
	851	0	181.026
	852	0	181.005
	853	0	180.985
	854	0	180.965
	855	0	180.945
	856	0	180.924
	857	0	180.904
	858	0	180.884
	859	0	180.864
	860	0	180.843
	861	0	180.823
	862	0	180.803
	863	0	180.783
	864	0	180.763
	865	0	180.742
	866	0	180.722
	867	0	180.702
	868	0	180.682
	869	0	180.662
	870	0	180.641
	871	0	180.621
	872	0	180.601
	873	0	180.581
	874	0	180.561
	875	0	180.541
	876	0	180.52
	877	0	180.5
	878	0	180.48
	879	0	180.46
	880	0	180.44
	881	0	180.42
	882	0	180.4
	883	0	180.38
	884	0	180.359
	885	0	180.339
	886	0	180.319
	887	0	180.299
	888	0	180.279
	889	0	180.259
	890	0	180.239
	891	0	180.219
	892	0	180.199
	893	0	180.179
	894	0	180.158
	895	0	180.138
	896	0	180.118
	897	0	180.098
	898	0	180.078
	899	0	180.058
	900	0	180.038
	901	0	180.018
	902	0	179.998
	903	0	179.978
	904	0	179.958
	905	0	179.938
	906	0	179.918
	907	0	179.898
	908	0	179.878
	909	0	179.858
	910	0	179.838
	911	0	179.818
	912	0	179.798
	913	0	179.778
	914	0	179.758
	915	0	179.738
	916	0	179.718
	917	0	179.698
	918	0	179.678
	919	0	179.658
	920	0	179.638
	921	0	179.618
	922	0	179.598
	923	0	179.578
	924	0	179.558
	925	0	179.538
	926	0	179.518
	927	0	179.499
	928	0	179.479
	929	0	179.459
	930	0	179.439
	931	0	179.419
	932	0	179.399
	933	0	179.379
	934	0	179.359
	935	0	179.339
	936	0	179.319
	937	0	179.299
	938	0	179.28
	939	0	179.26
	940	0	179.24
	941	0	179.22
	942	0	179.2
	943	0	179.18
	944	0	179.16
	945	0	179.141
	946	0	179.121
	947	0	179.101
	948	0	179.081
	949	0	179.061
	950	0	179.041
	951	0	179.022
	952	0	179.002
	953	0	178.982
	954	0	178.962
	955	0	178.942
	956	0	178.923
	957	0	178.903
	958	0	178.883
	959	0	178.863
	960	0	178.843
	961	0	178.824
	962	0	178.804
	963	0	178.784
	964	0	178.764
	965	0	178.745
	966	0	178.725
	967	0	178.705
	968	0	178.685
	969	0	178.666
	970	0	178.646
	971	0	178.626
	972	0	178.606
	973	0	178.587
	974	0	178.567
	975	0	178.547
	976	0	178.527
	977	0	178.508
	978	0	178.488
	979	0	178.468
	980	0	178.449
	981	0	178.429
	982	0	178.409
	983	0	178.39
	984	0	178.37
	985	0	178.35
	986	0	178.331
	987	0	178.311
	988	0	178.291
	989	0	178.272
	990	0	178.252
	991	0	178.232
	992	0	178.213
	993	0	178.193
	994	0	178.173
	995	0	178.154
	996	0	178.134
	997	0	178.115
	998	0	178.095
	999	0	178.075
	1000	0	178.056
	1001	0	178.036
	1002	0	178.017
	1003	0	177.997
	1004	0	177.977
	1005	0	177.958
	1006	0	177.938
	1007	0	177.919
	1008	0	177.899
	1009	0	177.879
	1010	0	177.86
	1011	0	177.84
	1012	0	177.821
	1013	0	177.801
	1014	0	177.782
	1015	0	177.762
	1016	0	177.743
	1017	0	177.723
	1018	0	177.704
	1019	0	177.684
	1020	0	177.664
	1021	0	177.645
	1022	0	177.625
	1023	0	177.606
	1024	0	177.586
	1025	0	177.567
	1026	0	177.547
	1027	0	177.528
	1028	0	177.508
	1029	0	177.489
	1030	0	177.469
	1031	0	177.45
	1032	0	177.431
	1033	0	177.411
	1034	0	177.392
	1035	0	177.372
	1036	0	177.353
	1037	0	177.333
	1038	0	177.314
	1039	0	177.294
	1040	0	177.275
	1041	0	177.255
	1042	0	177.236
	1043	0	177.217
	1044	0	177.197
	1045	0	177.178
	1046	0	177.158
	1047	0	177.139
	1048	0	177.12
	1049	0	177.1
	1050	0	177.081
	1051	0	177.061
	1052	0	177.042
	1053	0	177.023
	1054	0	177.003
	1055	0	176.984
	1056	0	176.965
	1057	0	176.945
	1058	0	176.926
	1059	0	176.906
	1060	0	176.887
	1061	0	176.868
	1062	0	176.848
	1063	0	176.829
	1064	0	176.81
	1065	0	176.79
	1066	0	176.771
	1067	0	176.752
	1068	0	176.732
	1069	0	176.713
	1070	0	176.694
	1071	0	176.675
	1072	0	176.655
	1073	0	176.636
	1074	0	176.617
	1075	0	176.597
	1076	0	176.578
	1077	0	176.559
	1078	0	176.54
	1079	0	176.52
	1080	0	176.501
	1081	0	176.482
	1082	0	176.462
	1083	0	176.443
	1084	0	176.424
	1085	0	176.405
	1086	0	176.385
	1087	0	176.366
	1088	0	176.347
	1089	0	176.328
	1090	0	176.309
	1091	0	176.289
	1092	0	176.27
	1093	0	176.251
	1094	0	176.232
	1095	0	176.212
	1096	0	176.193
	1097	0	176.174
	1098	0	176.155
	1099	0	176.136
	1100	0	176.117
	1101	0	176.097
	1102	0	176.078
	1103	0	176.059
	1104	0	176.04
	1105	0	176.021
	1106	0	176.002
	1107	0	175.982
	1108	0	175.963
	1109	0	175.944
	1110	0	175.925
	1111	0	175.906
	1112	0	175.887
	1113	0	175.868
	1114	0	175.848
	1115	0	175.829
	1116	0	175.81
	1117	0	175.791
	1118	0	175.772
	1119	0	175.753
	1120	0	175.734
	1121	0	175.715
	1122	0	175.696
	1123	0	175.676
	1124	0	175.657
	1125	0	175.638
	1126	0	175.619
	1127	0	175.6
	1128	0	175.581
	1129	0	175.562
	1130	0	175.543
	1131	0	175.524
	1132	0	175.505
	1133	0	175.486
	1134	0	175.467
	1135	0	175.448
	1136	0	175.429
	1137	0	175.41
	1138	0	175.391
	1139	0	175.372
	1140	0	175.353
	1141	0	175.334
	1142	0	175.315
	1143	0	175.296
	1144	0	175.277
	1145	0	175.258
	1146	0	175.239
	1147	0	175.22
	1148	0	175.201
	1149	0	175.182
	1150	0	175.163
	1151	0	175.144
	1152	0	175.125
	1153	0	175.106
	1154	0	175.087
	1155	0	175.068
	1156	0	175.049
	1157	0	175.03
	1158	0	175.011
	1159	0	174.992
	1160	0	174.973
	1161	0	174.954
	1162	0	174.935
	1163	0	174.916
	1164	0	174.897
	1165	0	174.879
	1166	0	174.86
	1167	0	174.841
	1168	0	174.822
	1169	0	174.803
	1170	0	174.784
	1171	0	174.765
	1172	0	174.746
	1173	0	174.727
	1174	0	174.708
	1175	0	174.69
	1176	0	174.671
	1177	0	174.652
	1178	0	174.633
	1179	0	174.614
	1180	0	174.595
	1181	0	174.576
	1182	0	174.558
	1183	0	174.539
	1184	0	174.52
	1185	0	174.501
	1186	0	174.482
	1187	0	174.463
	1188	0	174.445
	1189	0	174.426
	1190	0	174.407
	1191	0	174.388
	1192	0	174.369
	1193	0	174.351
	1194	0	174.332
	1195	0	174.313
	1196	0	174.294
	1197	0	174.275
	1198	0	174.257
	1199	0	174.238
	1200	0	174.219
	1201	0	174.2
	1202	0	174.182
	1203	0	174.163
	1204	0	174.144
	1205	0	174.125
	1206	0	174.107
	1207	0	174.088
	1208	0	174.069
	1209	0	174.05
	1210	0	174.032
	1211	0	174.013
	1212	0	173.994
	1213	0	173.975
	1214	0	173.957
	1215	0	173.938
	1216	0	173.919
	1217	0	173.901
	1218	0	173.882
	1219	0	173.863
	1220	0	173.845
	1221	0	173.826
	1222	0	173.807
	1223	0	173.788
	1224	0	173.77
	1225	0	173.751
	1226	0	173.732
	1227	0	173.714
	1228	0	173.695
	1229	0	173.676
	1230	0	173.658
	1231	0	173.639
	1232	0	173.621
	1233	0	173.602
	1234	0	173.583
	1235	0	173.565
	1236	0	173.546
	1237	0	173.527
