	t	x	y
	0	10000	500
	1	8103.38	499.866
	2	6077.14	499.727
	3	3912.3	499.584
	4	1599.21	499.437
	5	0	499.284
	6	0	499.13
	7	0	498.976
	8	0	498.822
	9	0	498.668
	10	0	498.514
	11	0	498.36
	12	0	498.207
	13	0	498.054
	14	0	497.9
	15	0	497.747
	16	0	497.594
	17	0	497.441
	18	0	497.288
	19	0	497.135
	20	0	496.982
	21	0	496.829
	22	0	496.677
	23	0	496.524
	24	0	496.372
	25	0	496.22
	26	0	496.067
	27	0	495.915
	28	0	495.763
	29	0	495.611
	30	0	495.459
	31	0	495.308
	32	0	495.156
	33	0	495.004
	34	0	494.853
	35	0	494.701
	36	0	494.55
	37	0	494.399
	38	0	494.248
	39	0	494.097
	40	0	493.946
	41	0	493.795
	42	0	493.644
	43	0	493.494
	44	0	493.343
	45	0	493.193
	46	0	493.042
	47	0	492.892
	48	0	492.742
	49	0	492.592
	50	0	492.442
	51	0	492.292
	52	0	492.142
	53	0	491.992
	54	0	491.843
	55	0	491.693
	56	0	491.544
	57	0	491.394
	58	0	491.245
	59	0	491.096
	60	0	490.947
	61	0	490.798
	62	0	490.649
	63	0	490.5
	64	0	490.351
	65	0	490.203
	66	0	490.054
	67	0	489.906
	68	0	489.757
	69	0	489.609
	70	0	489.461
	71	0	489.313
	72	0	489.165
	73	0	489.017
	74	0	488.869
	75	0	488.721
	76	0	488.573
	77	0	488.426
	78	0	488.278
	79	0	488.131
	80	0	487.984
	81	0	487.836
	82	0	487.689
	83	0	487.542
	84	0	487.395
	85	0	487.248
	86	0	487.102
	87	0	486.955
	88	0	486.808
	89	0	486.662
	90	0	486.516
	91	0	486.369
	92	0	486.223
	93	0	486.077
	94	0	485.931
	95	0	485.785
	96	0	485.639
	97	0	485.493
	98	0	485.347
	99	0	485.202
	100	0	485.056
	101	0	484.911
	102	0	484.765
	103	0	484.62
	104	0	484.475
	105	0	484.33
	106	0	484.185
	107	0	484.04
	108	0	483.895
	109	0	483.75
	110	0	483.606
	111	0	483.461
	112	0	483.316
	113	0	483.172
	114	0	483.028
	115	0	482.884
	116	0	482.739
	117	0	482.595
	118	0	482.451
	119	0	482.307
	120	0	482.164
	121	0	482.02
	122	0	481.876
	123	0	481.733
	124	0	481.589
