espera_carga,dt_espera_carga,espera_descarga,dt_espera_descarga,procesados,dt_procesados,estancia,dt_estancia,porcent_ocio,dt_porcent_ocio
0.186359,0.098907,0.098082,0.034806,79.403999,8.964247,4.968199,0.753172,58.418938,5.611326
0.186359,0.098907,0.098082,0.034806,79.403999,8.964247,4.968199,0.753172,58.418938,5.611326
0.186359,0.098907,0.098082,0.034806,79.403999,8.964247,4.968199,0.753172,58.418938,5.611326
0.186359,0.098907,0.098082,0.034806,79.403999,8.964247,4.968199,0.753172,58.418938,5.611326
0.186359,0.098907,0.098082,0.034806,79.403999,8.964247,4.968199,0.753172,58.418938,5.611326
0.186359,0.098907,0.098082,0.034806,79.403999,8.964247,4.968199,0.753172,58.418938,5.611326
0.174632,0.099750,0.092159,0.033911,78.765999,8.621378,4.857497,0.780458,59.001484,5.602278
0.174632,0.099750,0.092159,0.033911,78.765999,8.621378,4.857497,0.780458,59.001484,5.602278
0.174632,0.099750,0.092159,0.033911,78.765999,8.621378,4.857497,0.780458,59.001484,5.602278
0.174632,0.099750,0.092159,0.033911,78.765999,8.621378,4.857497,0.780458,59.001484,5.602278
0.174632,0.099750,0.092159,0.033911,78.765999,8.621378,4.857497,0.780458,59.001484,5.602278
0.174632,0.099750,0.092159,0.033911,78.765999,8.621378,4.857497,0.780458,59.001484,5.602278
0.174632,0.099750,0.092159,0.033911,78.765999,8.621378,4.857497,0.780458,59.001484,5.602278
0.193542,0.112010,0.099172,0.037600,79.236000,9.281422,5.008489,0.848016,58.310928,6.127323
0.193542,0.112010,0.099172,0.037600,79.236000,9.281422,5.008489,0.848016,58.310928,6.127323
0.193542,0.112010,0.099172,0.037600,79.236000,9.281422,5.008489,0.848016,58.310928,6.127323
0.193542,0.112010,0.099172,0.037600,79.236000,9.281422,5.008489,0.848016,58.310928,6.127323
0.193542,0.112010,0.099172,0.037600,79.236000,9.281422,5.008489,0.848016,58.310928,6.127323
0.193542,0.112010,0.099172,0.037600,79.236000,9.281422,5.008489,0.848016,58.310928,6.127323
0.193542,0.112010,0.099172,0.037600,79.236000,9.281422,5.008489,0.848016,58.310928,6.127323
0.183895,0.110201,0.093882,0.036203,78.973999,9.192524,4.932782,0.814725,58.597591,5.839859
0.183895,0.110201,0.093882,0.036203,78.973999,9.192524,4.932782,0.814725,58.597591,5.839859
0.183895,0.110201,0.093882,0.036203,78.973999,9.192524,4.932782,0.814725,58.597591,5.839859
0.183895,0.110201,0.093882,0.036203,78.973999,9.192524,4.932782,0.814725,58.597591,5.839859
0.183895,0.110201,0.093882,0.036203,78.973999,9.192524,4.932782,0.814725,58.597591,5.839859
0.183895,0.110201,0.093882,0.036203,78.973999,9.192524,4.932782,0.814725,58.597591,5.839859
0.183895,0.110201,0.093882,0.036203,78.973999,9.192524,4.932782,0.814725,58.597591,5.839859
0.182967,0.099500,0.094348,0.033287,79.848000,8.980997,4.907906,0.742486,58.359226,5.507419
0.182967,0.099500,0.094348,0.033287,79.848000,8.980997,4.907906,0.742486,58.359226,5.507419
0.182967,0.099500,0.094348,0.033287,79.848000,8.980997,4.907906,0.742486,58.359226,5.507419
0.182967,0.099500,0.094348,0.033287,79.848000,8.980997,4.907906,0.742486,58.359226,5.507419
0.182967,0.099500,0.094348,0.033287,79.848000,8.980997,4.907906,0.742486,58.359226,5.507419
0.182967,0.099500,0.094348,0.033287,79.848000,8.980997,4.907906,0.742486,58.359226,5.507419
0.182967,0.099500,0.094348,0.033287,79.848000,8.980997,4.907906,0.742486,58.359226,5.507419
0.182967,0.099500,0.094348,0.033287,79.848000,8.980997,4.907906,0.742486,58.359226,5.507419
0.185091,0.107915,0.094204,0.033955,78.725998,8.629713,4.934408,0.856564,58.870522,5.598297
0.185091,0.107915,0.094204,0.033955,78.725998,8.629713,4.934408,0.856564,58.870522,5.598297
