espera_carga,dt_espera_carga,espera_descarga,dt_espera_descarga,procesados,dt_procesados,estancia,dt_estancia,porcent_ocio,dt_porcent_ocio
0.081694,0.052676,0.044005,0.026899,78.260002,8.243272,6.447884,0.652370,68.191383,7.450902
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106964,0.079585,0.056743,0.033421,79.620003,9.432629,6.763749,0.914040,66.275146,7.223871
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.106380,0.057188,0.054924,0.024861,78.879997,8.309464,6.817276,0.657604,68.228226,7.296036
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
0.093869,0.073777,0.051278,0.026274,78.300003,8.471403,6.511793,0.719200,69.043877,6.180532
