espera_carga,dt_espera_carga,espera_descarga,dt_espera_descarga,procesados,dt_procesados,estancia,dt_estancia,porcent_ocio,dt_porcent_ocio
0.124156,0.142843,0.055620,0.029694,77.980003,8.979142,6.903306,1.069798,67.954643,8.014685
0.124156,0.142843,0.055620,0.029694,77.980003,8.979142,6.903306,1.069798,67.954643,8.014685
0.124156,0.142843,0.055620,0.029694,77.980003,8.979142,6.903306,1.069798,67.954643,8.014685
0.124156,0.142843,0.055620,0.029694,77.980003,8.979142,6.903306,1.069798,67.954643,8.014685
0.124156,0.142843,0.055620,0.029694,77.980003,8.979142,6.903306,1.069798,67.954643,8.014685
0.124156,0.142843,0.055620,0.029694,77.980003,8.979142,6.903306,1.069798,67.954643,8.014685
0.124156,0.142843,0.055620,0.029694,77.980003,8.979142,6.903306,1.069798,67.954643,8.014685
0.124156,0.142843,0.055620,0.029694,77.980003,8.979142,6.903306,1.069798,67.954643,8.014685
0.124156,0.142843,0.055620,0.029694,77.980003,8.979142,6.903306,1.069798,67.954643,8.014685
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.103179,0.086480,0.051487,0.027395,78.750000,8.657775,6.655515,0.874425,67.968216,7.294447
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.097075,0.065241,0.052581,0.025456,79.459999,8.996562,6.623178,0.742804,67.659973,7.661951
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.102348,0.077840,0.050860,0.026926,77.989998,8.008203,6.674818,0.835697,67.540108,7.458979
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.120389,0.100875,0.056050,0.027401,79.019997,7.632996,6.868820,0.909287,68.122307,7.272995
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
0.124471,0.101534,0.059656,0.032643,78.699997,9.150295,6.806146,0.944129,68.201385,8.604087
