t,I,S,R
9.55,594.365,216.182,189.453
9.6,597.075,209.758,193.168
9.65,599.605,203.496,196.899
9.7,601.958,197.395,200.647
9.75,604.137,191.454,204.409
9.8,606.145,185.67,208.185
9.85,607.983,180.043,211.973
9.9,609.657,174.57,215.773
9.95,611.168,169.249,219.584
10,612.52,164.077,223.404
10.05,613.717,159.052,227.232
10.1,614.761,154.171,231.067
10.15,615.658,149.432,234.91
10.2,616.41,144.832,238.758
10.25,617.021,140.368,242.61
10.3,617.496,136.038,246.467
10.35,617.836,131.838,250.326
10.4,618.048,127.765,254.187
10.45,618.133,123.817,258.05
10.5,618.096,119.99,261.913
10.55,617.942,116.282,265.777
10.6,617.672,112.689,269.639
10.65,617.292,109.209,273.499
10.7,616.805,105.838,277.357
10.75,616.214,102.574,281.212
10.8,615.523,99.4136,285.064
10.85,614.735,96.3541,288.911
10.9,613.855,93.3925,292.753
10.95,612.885,90.526,296.589
11,611.828,87.7519,300.42
11.05,610.689,85.0674,304.244
11.1,609.469,82.47,308.061
11.15,608.173,79.9568,311.87
11.2,606.804,77.5254,315.671
11.25,605.363,75.1733,319.463
11.3,603.855,72.8979,323.247
11.35,602.282,70.6969,327.021
11.4,600.647,68.568,330.785
11.45,598.952,66.5087,334.539
11.5,597.2,64.5169,338.283
11.55,595.394,62.5905,342.015
11.6,593.536,60.7272,345.736
11.65,591.629,58.925,349.446
11.7,589.674,57.1819,353.144
11.75,587.675,55.4959,356.829
11.8,585.633,53.8653,360.502
11.85,583.55,52.288,364.162
11.9,581.428,50.7624,367.81
11.95,579.27,49.2866,371.444
12,577.077,47.8591,375.064
12.05,574.851,46.4782,378.671
12.1,572.594,45.1423,382.263
12.15,570.308,43.8499,385.842
12.2,567.994,42.5995,389.407
12.25,565.654,41.3897,392.957
12.3,563.289,40.2191,396.492
12.35,560.901,39.0863,400.012
12.4,558.492,37.9901,403.518
12.45,556.062,36.9293,407.009
12.5,553.613,35.9025,410.484
12.55,551.147,34.9087,413.944
12.6,548.664,33.9467,417.389
12.65,546.167,33.0155,420.818
12.7,543.655,32.1139,424.232
12.75,541.13,31.2409,427.629
12.8,538.593,30.3957,431.011
12.85,536.045,29.5771,434.378
12.9,533.488,28.7844,437.728
12.95,530.921,28.0166,441.062
13,528.347,27.2728,444.38
13.05,525.765,26.5524,447.683
13.1,523.177,25.8544,450.969
13.15,520.583,25.178,454.239
13.2,517.985,24.5227,457.492
13.25,515.383,23.8876,460.73
13.3,512.777,23.272,463.951
13.35,510.169,22.6753,467.156
13.4,507.559,22.0969,470.344
13.45,504.947,21.5361,473.516
13.5,502.335,20.9924,476.672
13.55,499.723,20.4651,479.812
13.6,497.111,19.9538,482.935
13.65,494.5,19.4578,486.042
13.7,491.891,18.9767,489.133
13.75,489.283,18.51,492.207
13.8,486.678,18.0572,495.265
13.85,484.075,17.6178,498.307
13.9,481.476,17.1914,501.332
13.95,478.881,16.7775,504.341
14,476.29,16.3758,507.335
14.05,473.703,15.9858,510.311
14.1,471.121,15.6072,513.272
14.15,468.544,15.2395,516.216
14.2,465.973,14.8825,519.145
14.25,463.407,14.5358,522.057
14.3,460.848,14.199,524.953
14.35,458.294,13.8718,527.834
14.4,455.748,13.5539,530.698
14.45,453.208,13.2451,533.547
14.5,450.676,12.9449,536.379
14.55,448.151,12.6532,539.196
14.6,445.634,12.3697,541.997
14.65,443.124,12.0941,544.782
14.7,440.622,11.8261,547.552
14.75,438.129,11.5656,550.305
14.8,435.644,11.3122,553.044
14.85,433.168,11.0658,555.766
14.9,430.7,10.8262,558.474
14.95,428.241,10.593,561.166
15,425.792,10.3662,563.842
15.05,423.351,10.1455,566.503
15.1,420.92,9.93074,569.149
15.15,418.498,9.72174,571.78
15.2,416.086,9.51831,574.396
15.25,413.684,9.32029,576.996
15.3,411.291,9.12751,579.582
15.35,408.908,8.93981,582.152
15.4,406.535,8.75703,584.708
15.45,404.172,8.57903,587.249
15.5,401.819,8.40566,589.775
15.55,399.477,8.23678,592.286
15.6,397.145,8.07226,594.783
15.65,394.823,7.91197,597.265
15.7,392.511,7.75578,599.733
15.75,390.21,7.60356,602.186
15.8,387.92,7.45521,604.625
15.85,385.64,7.31061,607.049
15.9,383.371,7.16965,609.46
15.95,381.112,7.03222,611.856
16,378.864,6.89821,614.238
16.05,376.627,6.76754,616.605
16.1,374.401,6.6401,618.959
16.15,372.185,6.5158,621.299
16.2,369.98,6.39454,623.626
16.25,367.786,6.27625,625.938
16.3,365.603,6.16083,628.237
16.35,363.43,6.04821,630.522
16.4,361.269,5.93831,632.793
16.45,359.118,5.83104,635.051
16.5,356.978,5.72634,637.295
16.55,354.849,5.62413,639.527
16.6,352.731,5.52434,641.744
16.65,350.624,5.42691,643.949
16.7,348.528,5.33177,646.14
16.75,346.442,5.23886,648.319
16.8,344.368,5.14811,650.484
16.85,342.304,5.05947,652.636
16.9,340.252,4.97288,654.776
16.95,338.21,4.88827,656.902
17,336.178,4.80561,659.016
17.05,334.158,4.72483,661.117
17.1,332.149,4.64589,663.206
17.15,330.15,4.56874,665.282
17.2,328.162,4.49332,667.345
17.25,326.184,4.41959,669.396
17.3,324.218,4.34751,671.435
17.35,322.262,4.27703,673.461
17.4,320.317,4.20812,675.475
17.45,318.382,4.14072,677.477
17.5,316.458,4.0748,679.467
17.55,314.545,4.01033,681.445
17.6,312.642,3.94726,683.411
17.65,310.75,3.88555,685.365
17.7,308.868,3.82518,687.307
17.75,306.997,3.76611,689.237
17.8,305.136,3.7083,691.156
17.85,303.285,3.65172,693.063
17.9,301.445,3.59635,694.959
17.95,299.615,3.54214,696.843
18,297.796,3.48908,698.715
18.05,295.986,3.43713,700.577
18.1,294.187,3.38626,702.427
18.15,292.398,3.33645,704.265
18.2,290.62,3.28767,706.093
18.25,288.851,3.2399,707.909
18.3,287.093,3.19311,709.714
18.35,285.344,3.14727,711.509
18.4,283.606,3.10237,713.292
18.45,281.877,3.05837,715.065
18.5,280.158,3.01527,716.826
18.55,278.45,2.97303,718.577
18.6,276.751,2.93164,720.318
18.65,275.062,2.89107,722.047
18.7,273.382,2.85131,723.766
18.75,271.713,2.81234,725.475
18.8,270.053,2.77413,727.173
18.85,268.402,2.73667,728.861
18.9,266.761,2.69995,730.539
18.95,265.13,2.66393,732.206
19,263.508,2.62862,733.863
19.05,261.896,2.59399,735.51
19.1,260.293,2.56002,737.147
19.15,258.7,2.5267,738.774
19.2,257.116,2.49402,740.39
19.25,255.541,2.46196,741.997
19.3,253.975,2.4305,743.595
19.35,252.418,2.39963,745.182
19.4,250.871,2.36935,746.76
19.45,249.333,2.33963,748.327
19.5,247.804,2.31046,749.886
19.55,246.284,2.28183,751.435
19.6,244.772,2.25374,752.974
19.65,243.27,2.22615,754.504
19.7,241.777,2.19908,756.024
19.75,240.292,2.17249,757.535
19.8,238.817,2.14639,759.037
19.85,237.35,2.12076,760.53
19.9,235.891,2.09559,762.013
19.95,234.442,2.07087,763.487
20,233.001,2.0466,764.953
20.05,231.568,2.02276,766.409
20.1,230.144,1.99934,767.856
20.15,228.729,1.97633,769.295
20.2,227.322,1.95373,770.724
20.25,225.924,1.93152,772.145
20.3,224.533,1.9097,773.557
20.35,223.151,1.88826,774.96
20.4,221.778,1.86719,776.355
20.45,220.412,1.84649,777.741
20.5,219.055,1.82614,779.119
20.55,217.706,1.80614,780.488
20.6,216.365,1.78648,781.848
20.65,215.032,1.76715,783.201
20.7,213.707,1.74815,784.545
20.75,212.39,1.72947,785.88
20.8,211.081,1.71111,787.208
20.85,209.78,1.69305,788.527
20.9,208.487,1.67529,789.838
20.95,207.201,1.65782,791.141
21,205.923,1.64065,792.436
21.05,204.653,1.62376,793.723
21.1,203.391,1.60714,795.002
21.15,202.136,1.5908,796.274
21.2,200.888,1.57472,797.537
21.25,199.649,1.5589,798.792
21.3,198.416,1.54334,800.04
21.35,197.192,1.52803,801.28
21.4,195.974,1.51296,802.513
21.45,194.764,1.49814,803.738
21.5,193.562,1.48355,804.955
21.55,192.366,1.46919,806.165
21.6,191.178,1.45506,807.367
21.65,189.997,1.44115,808.562
21.7,188.823,1.42746,809.749
21.75,187.657,1.41398,810.929
21.8,186.497,1.40072,812.102
21.85,185.344,1.38766,813.268
21.9,184.199,1.3748,814.426
21.95,183.06,1.36213,815.578
22,181.929,1.34967,816.722
22.05,180.804,1.33739,817.859
22.1,179.686,1.3253,818.989
22.15,178.575,1.31339,820.112
22.2,177.47,1.30167,821.228
22.25,176.373,1.29012,822.337
22.3,175.282,1.27874,823.439
22.35,174.198,1.26753,824.535
22.4,173.12,1.25649,825.624
22.45,172.049,1.24562,826.706
22.5,170.984,1.2349,827.781
22.55,169.926,1.22434,828.85
22.6,168.874,1.21394,829.912
22.65,167.829,1.20369,830.967
22.7,166.79,1.19359,832.016
22.75,165.758,1.18364,833.058
22.8,164.732,1.17383,834.094
22.85,163.712,1.16416,835.124
22.9,162.698,1.15463,836.147
22.95,161.691,1.14523,837.164
23,160.689,1.13598,838.175
23.05,159.694,1.12685,839.179
23.1,158.705,1.11785,840.177
23.15,157.722,1.10898,841.169
23.2,156.745,1.10024,842.155
23.25,155.774,1.09161,843.134
23.3,154.809,1.08311,844.108
23.35,153.85,1.07473,845.076
23.4,152.896,1.06646,846.037
23.45,151.949,1.05831,846.993
23.5,151.007,1.05027,847.942
23.55,150.072,1.04234,848.886
23.6,149.141,1.03451,849.824
23.65,148.217,1.0268,850.756
23.7,147.298,1.01919,851.683
23.75,146.385,1.01168,852.603
23.8,145.478,1.00428,853.518
23.85,144.576,0.996975,854.427
23.9,143.679,0.989768,855.331
23.95,142.788,0.982658,856.229
24,141.903,0.975642,857.121
24.05,141.023,0.96872,858.008
24.1,140.148,0.961889,858.89
24.15,139.279,0.955149,859.766
24.2,138.415,0.948497,860.636
24.25,137.557,0.941933,861.501
24.3,136.704,0.935454,862.361
24.35,135.856,0.92906,863.215
24.4,135.013,0.922749,864.064
24.45,134.175,0.91652,864.908
24.5,133.343,0.910372,865.747
24.55,132.515,0.904302,866.58
24.6,131.693,0.89831,867.408
24.65,130.876,0.892395,868.232
24.7,130.064,0.886556,869.049
24.75,129.257,0.88079,869.862
24.8,128.455,0.875098,870.67
24.85,127.657,0.869477,871.473
24.9,126.865,0.863927,872.271
24.95,126.078,0.858447,873.064
25,125.295,0.853036,873.852
25.05,124.517,0.847692,874.635
25.1,123.744,0.842414,875.413
25.15,122.976,0.837202,876.187
25.2,122.213,0.832054,876.955
25.25,121.454,0.82697,877.719
25.3,120.7,0.821948,878.478
25.35,119.951,0.816987,879.232
25.4,119.206,0.812087,879.982
25.45,118.466,0.807247,880.727
25.5,117.73,0.802466,881.468
25.55,116.999,0.797742,882.203
25.6,116.272,0.793075,882.935
25.65,115.55,0.788465,883.661
25.7,114.833,0.783909,884.384
25.75,114.119,0.779408,885.101
25.8,113.411,0.774961,885.815
25.85,112.706,0.770567,886.523
25.9,112.006,0.766224,887.228
25.95,111.31,0.761933,887.928
26,110.619,0.757693,888.623
26.05,109.932,0.753502,889.315
26.1,109.249,0.74936,890.002
26.15,108.57,0.745267,890.685
26.2,107.896,0.741221,891.363
26.25,107.225,0.737222,892.038
26.3,106.559,0.73327,892.708
26.35,105.897,0.729363,893.374
26.4,105.239,0.725501,894.036
26.45,104.585,0.721684,894.693
26.5,103.935,0.71791,895.347
26.55,103.289,0.714179,895.997
26.6,102.647,0.710491,896.642
26.65,102.009,0.706844,897.284
26.7,101.375,0.703239,897.921
26.75,100.745,0.699674,898.555
26.8,100.119,0.69615,899.185
26.85,99.4971,0.692665,899.81
26.9,98.8786,0.689219,900.432
26.95,98.2641,0.685812,901.05
27,97.6533,0.682442,901.664
27.05,97.0463,0.67911,902.275
27.1,96.443,0.675815,902.881
27.15,95.8435,0.672556,903.484
27.2,95.2477,0.669333,904.083
27.25,94.6556,0.666145,904.678
27.3,94.0672,0.662992,905.27
27.35,93.4824,0.659874,905.858
27.4,92.9012,0.65679,906.442
27.45,92.3236,0.653739,907.023
27.5,91.7496,0.650721,907.6
27.55,91.1792,0.647736,908.173
27.6,90.6122,0.644783,908.743
27.65,90.0488,0.641862,909.309
27.7,89.4889,0.638972,909.872
27.75,88.9325,0.636113,910.431
27.8,88.3795,0.633284,910.987
27.85,87.8299,0.630486,911.54
27.9,87.2837,0.627717,912.089
27.95,86.7409,0.624978,912.634
28,86.2015,0.622267,913.176
28.05,85.6654,0.619585,913.715
28.1,85.1327,0.616931,914.25
28.15,84.6032,0.614305,914.782
28.2,84.0771,0.611706,915.311
28.25,83.5542,0.609135,915.837
28.3,83.0345,0.60659,916.359
28.35,82.518,0.604072,916.878
28.4,82.0048,0.601579,917.394
28.45,81.4947,0.599113,917.906
28.5,80.9878,0.596672,918.415
28.55,80.4841,0.594255,918.922
28.6,79.9834,0.591864,919.425
28.65,79.4859,0.589497,919.925
28.7,78.9915,0.587154,920.421
28.75,78.5001,0.584835,920.915
28.8,78.0118,0.58254,921.406
28.85,77.5265,0.580267,921.893
28.9,77.0442,0.578018,922.378
28.95,76.5649,0.575792,922.859
29,76.0885,0.573587,923.338
29.05,75.6152,0.571405,923.813
29.1,75.1447,0.569245,924.286
29.15,74.6772,0.567106,924.756
29.2,74.2126,0.564988,925.222
29.25,73.7509,0.562892,925.686
29.3,73.292,0.560816,926.147
29.35,72.836,0.558761,926.605
29.4,72.3828,0.556726,927.06
29.45,71.9324,0.554711,927.513
29.5,71.4848,0.552716,927.962
29.55,71.04,0.550741,928.409
29.6,70.598,0.548785,928.853
29.65,70.1587,0.546847,929.294
29.7,69.7221,0.544929,929.733
29.75,69.2883,0.543029,930.169
29.8,68.8571,0.541148,930.602
29.85,68.4286,0.539285,931.032
29.9,68.0028,0.53744,931.46
29.95,67.5796,0.535613,931.885
30,67.159,0.533803,932.307
30.05,66.741,0.53201,932.727
30.1,66.3257,0.530235,933.144
30.15,65.9129,0.528476,933.559
30.2,65.5027,0.526735,933.971
30.25,65.095,0.52501,934.38
30.3,64.6899,0.523301,934.787
30.35,64.2873,0.521608,935.191
30.4,63.8872,0.519932,935.593
30.45,63.4895,0.518271,935.992
30.5,63.0944,0.516626,936.389
30.55,62.7017,0.514996,936.783
30.6,62.3114,0.513381,937.175
30.65,61.9235,0.511782,937.565
30.7,61.5381,0.510197,937.952
30.75,61.1551,0.508627,938.336
30.8,60.7744,0.507072,938.719
30.85,60.3961,0.505531,939.098
30.9,60.0201,0.504005,939.476
30.95,59.6465,0.502492,939.851
31,59.2752,0.500993,940.224
31.05,58.9063,0.499509,940.594
31.1,58.5396,0.498037,940.962
31.15,58.1751,0.49658,941.328
31.2,57.813,0.495135,941.692
31.25,57.4531,0.493704,942.053
31.3,57.0954,0.492286,942.412
31.35,56.74,0.49088,942.769
31.4,56.3868,0.489488,943.124
31.45,56.0357,0.488108,943.476
31.5,55.6869,0.48674,943.826
31.55,55.3402,0.485385,944.174
31.6,54.9956,0.484042,944.52
31.65,54.6533,0.482711,944.864
31.7,54.313,0.481392,945.206
31.75,53.9748,0.480084,945.545
31.8,53.6388,0.478789,945.882
31.85,53.3048,0.477505,946.218
31.9,52.973,0.476232,946.551
31.95,52.6431,0.474971,946.882
32,52.3154,0.473721,947.211
32.05,51.9896,0.472481,947.538
32.1,51.6659,0.471253,947.863
32.15,51.3442,0.470036,948.186
32.2,51.0245,0.468829,948.507
32.25,50.7068,0.467633,948.826
32.3,50.3911,0.466447,949.142
32.35,50.0773,0.465272,949.457
32.4,49.7655,0.464107,949.77
32.45,49.4556,0.462952,950.081
32.5,49.1477,0.461808,950.391
32.55,48.8416,0.460673,950.698
32.6,48.5375,0.459548,951.003
32.65,48.2353,0.458432,951.306
32.7,47.9349,0.457327,951.608
32.75,47.6364,0.456231,951.907
32.8,47.3398,0.455144,952.205
32.85,47.045,0.454067,952.501
32.9,46.752,0.452999,952.795
32.95,46.4609,0.45194,953.087
33,46.1715,0.45089,953.378
33.05,45.884,0.449849,953.666
33.1,45.5983,0.448817,953.953
33.15,45.3143,0.447794,954.238
33.2,45.0321,0.446779,954.521
33.25,44.7516,0.445773,954.803
33.3,44.4729,0.444776,955.082
33.35,44.196,0.443787,955.36
33.4,43.9207,0.442806,955.636
33.45,43.6472,0.441834,955.911
33.5,43.3754,0.440869,956.184
33.55,43.1052,0.439913,956.455
33.6,42.8368,0.438965,956.724
33.65,42.57,0.438025,956.992
33.7,42.3048,0.437093,957.258
33.75,42.0414,0.436168,957.522
33.8,41.7795,0.435251,957.785
33.85,41.5193,0.434342,958.046
33.9,41.2607,0.43344,958.306
33.95,41.0037,0.432546,958.564
34,40.7483,0.431659,958.82
34.05,40.4945,0.43078,959.075
34.1,40.2423,0.429908,959.328
34.15,39.9917,0.429042,959.579
34.2,39.7426,0.428185,959.829
34.25,39.4951,0.427334,960.078
34.3,39.249,0.42649,960.324
34.35,39.0046,0.425653,960.57
34.4,38.7616,0.424823,960.814
34.45,38.5202,0.423999,961.056
34.5,38.2803,0.423183,961.297
34.55,38.0418,0.422373,961.536
34.6,37.8049,0.421569,961.774
34.65,37.5694,0.420773,962.01
34.7,37.3354,0.419982,962.245
34.75,37.1028,0.419198,962.478
34.8,36.8717,0.41842,962.71
34.85,36.642,0.417649,962.94
34.9,36.4138,0.416884,963.169
34.95,36.1869,0.416125,963.397
35,35.9615,0.415372,963.623
35.05,35.7375,0.414625,963.848
35.1,35.5149,0.413884,964.071
35.15,35.2937,0.413149,964.293
35.2,35.0738,0.41242,964.514
35.25,34.8553,0.411697,964.733
35.3,34.6382,0.410979,964.951
35.35,34.4224,0.410268,965.167
35.4,34.208,0.409562,965.382
35.45,33.9949,0.408861,965.596
35.5,33.7831,0.408166,965.809
35.55,33.5726,0.407477,966.02
35.6,33.3635,0.406793,966.23
35.65,33.1557,0.406114,966.438
35.7,32.9491,0.405441,966.645
35.75,32.7438,0.404773,966.851
35.8,32.5399,0.40411,967.056
35.85,32.3371,0.403453,967.259
35.9,32.1357,0.4028,967.462
35.95,31.9355,0.402153,967.662
36,31.7365,0.401511,967.862
36.05,31.5388,0.400874,968.06
36.1,31.3423,0.400242,968.257
36.15,31.1471,0.399614,968.453
36.2,30.953,0.398992,968.648
36.25,30.7602,0.398375,968.841
36.3,30.5685,0.397762,969.034
36.35,30.3781,0.397154,969.225
36.4,30.1888,0.396551,969.415
36.45,30.0008,0.395952,969.603
