t,I,S,R
52.7,0.0766004,109.655,11.2684
52.8,0.0761309,109.652,11.2722
52.9,0.0756643,109.648,11.276
53,0.0752003,109.645,11.2798
53.1,0.0747391,109.642,11.2835
53.2,0.0742807,109.638,11.2873
53.3,0.073825,109.635,11.291
53.4,0.0733719,109.632,11.2947
53.5,0.0729216,109.629,11.2983
53.6,0.0724739,109.626,11.302
53.7,0.0720289,109.622,11.3056
53.8,0.0715865,109.619,11.3092
53.9,0.0711467,109.616,11.3127
54,0.0707096,109.613,11.3163
54.1,0.0702751,109.61,11.3198
54.2,0.0698431,109.607,11.3233
54.3,0.0694137,109.604,11.3268
54.4,0.0689869,109.601,11.3303
54.5,0.0685626,109.598,11.3337
54.6,0.0681408,109.595,11.3372
54.7,0.0677216,109.592,11.3406
54.8,0.0673048,109.589,11.3439
54.9,0.0668905,109.586,11.3473
55,0.0664787,109.583,11.3506
55.1,0.0660694,109.58,11.354
55.2,0.0656625,109.577,11.3573
55.3,0.065258,109.574,11.3605
55.4,0.064856,109.571,11.3638
55.5,0.0644564,109.569,11.367
55.6,0.0640591,109.566,11.3702
55.7,0.0636642,109.563,11.3734
55.8,0.0632717,109.56,11.3766
55.9,0.0628815,109.557,11.3798
56,0.0624937,109.555,11.3829
56.1,0.0621082,109.552,11.386
56.2,0.061725,109.549,11.3891
56.3,0.0613441,109.546,11.3922
56.4,0.0609655,109.544,11.3953
56.5,0.0605892,109.541,11.3983
56.6,0.0602151,109.538,11.4013
56.7,0.0598432,109.536,11.4044
56.8,0.0594736,109.533,11.4073
56.9,0.0591063,109.531,11.4103
57,0.0587411,109.528,11.4133
57.1,0.0583781,109.525,11.4162
57.2,0.0580173,109.523,11.4191
57.3,0.0576587,109.52,11.422
57.4,0.0573022,109.518,11.4249
57.5,0.0569479,109.515,11.4277
57.6,0.0565957,109.513,11.4306
57.7,0.0562456,109.51,11.4334
57.8,0.0558977,109.508,11.4362
57.9,0.0555518,109.505,11.439
58,0.0552081,109.503,11.4418
58.1,0.0548664,109.501,11.4445
58.2,0.0545267,109.498,11.4473
58.3,0.0541892,109.496,11.45
58.4,0.0538536,109.493,11.4527
58.5,0.0535201,109.491,11.4554
58.6,0.0531886,109.489,11.4581
58.7,0.0528591,109.486,11.4607
58.8,0.0525316,109.484,11.4634
58.9,0.0522061,109.482,11.466
59,0.0518825,109.48,11.4686
59.1,0.0515609,109.477,11.4712
59.2,0.0512412,109.475,11.4738
59.3,0.0509235,109.473,11.4763
59.4,0.0506077,109.471,11.4789
59.5,0.0502939,109.468,11.4814
59.6,0.0499819,109.466,11.4839
59.7,0.0496718,109.464,11.4864
59.8,0.0493636,109.462,11.4889
59.9,0.0490573,109.46,11.4913
60,0.0487528,109.457,11.4938
60.1,0.0484502,109.455,11.4962
60.2,0.0481494,109.453,11.4986
60.3,0.0478504,109.451,11.501
60.4,0.0475533,109.449,11.5034
60.5,0.0472579,109.447,11.5058
60.6,0.0469644,109.445,11.5082
60.7,0.0466726,109.443,11.5105
60.8,0.0463826,109.441,11.5128
60.9,0.0460944,109.439,11.5151
61,0.0458079,109.437,11.5174
61.1,0.0455232,109.435,11.5197
61.2,0.0452402,109.433,11.522
61.3,0.044959,109.431,11.5243
61.4,0.0446794,109.429,11.5265
61.5,0.0444016,109.427,11.5287
61.6,0.0441254,109.425,11.531
61.7,0.0438509,109.423,11.5332
61.8,0.0435781,109.421,11.5353
61.9,0.043307,109.419,11.5375
62,0.0430375,109.417,11.5397
62.1,0.0427697,109.415,11.5418
62.2,0.0425035,109.414,11.544
62.3,0.0422389,109.412,11.5461
62.4,0.0419759,109.41,11.5482
62.5,0.0417146,109.408,11.5503
62.6,0.0414548,109.406,11.5524
62.7,0.0411966,109.404,11.5544
62.8,0.04094,109.403,11.5565
62.9,0.040685,109.401,11.5585
63,0.0404315,109.399,11.5606
63.1,0.0401796,109.397,11.5626
63.2,0.0399293,109.395,11.5646
63.3,0.0396804,109.394,11.5666
63.4,0.0394331,109.392,11.5686
63.5,0.0391873,109.39,11.5705
63.6,0.038943,109.389,11.5725
63.7,0.0387002,109.387,11.5744
63.8,0.0384589,109.385,11.5764
63.9,0.038219,109.383,11.5783
64,0.0379807,109.382,11.5802
64.1,0.0377438,109.38,11.5821
64.2,0.0375083,109.379,11.584
64.3,0.0372743,109.377,11.5859
64.4,0.0370417,109.375,11.5877
64.5,0.0368106,109.374,11.5896
64.6,0.0365809,109.372,11.5914
64.7,0.0363526,109.37,11.5932
64.8,0.0361256,109.369,11.595
64.9,0.0359001,109.367,11.5968
65,0.035676,109.366,11.5986
65.1,0.0354532,109.364,11.6004
65.2,0.0352318,109.363,11.6022
65.3,0.0350118,109.361,11.604
65.4,0.0347931,109.36,11.6057
65.5,0.0345758,109.358,11.6074
65.6,0.0343598,109.356,11.6092
65.7,0.0341451,109.355,11.6109
65.8,0.0339318,109.353,11.6126
65.9,0.0337198,109.352,11.6143
66,0.033509,109.351,11.616
66.1,0.0332996,109.349,11.6176
66.2,0.0330915,109.348,11.6193
66.3,0.0328846,109.346,11.6209
66.4,0.032679,109.345,11.6226
66.5,0.0324747,109.343,11.6242
66.6,0.0322717,109.342,11.6258
66.7,0.0320698,109.34,11.6275
66.8,0.0318693,109.339,11.6291
66.9,0.03167,109.338,11.6306
67,0.0314719,109.336,11.6322
67.1,0.031275,109.335,11.6338
67.2,0.0310793,109.334,11.6354
67.3,0.0308849,109.332,11.6369
67.4,0.0306916,109.331,11.6384
67.5,0.0304996,109.33,11.64
67.6,0.0303087,109.328,11.6415
67.7,0.030119,109.327,11.643
67.8,0.0299305,109.326,11.6445
67.9,0.0297431,109.324,11.646
68,0.0295569,109.323,11.6475
